Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Grassland,0,20,5,1,3,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Cropland,77,0,60,22,34,72,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Wetland,87,71,72,2,75,91,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Lichens_and_Mosses,2,0,2,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Bareland,105,78,0,17,77,98,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Built-up,20,4,12,0,7,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Water,144,134,140,4,0,158,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNA_M_R,Forest,113,69,98,31,72,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Grassland,0,0,0,0,21,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Cropland,0,0,0,0,63,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Wetland,0,0,0,0,127,0,0,62,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Bareland,0,0,0,0,142,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Built-up,0,0,0,0,5,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Water,0,0,0,0,0,0,0,260,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNA_M_R,Forest,0,0,0,0,152,0,0,82,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Water,51,85,78,63,0,76,70,0,108,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Cropland,40,0,47,40,9,42,16,0,55,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Wetland,7,25,32,9,7,18,0,0,28,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Bareland,52,71,0,71,22,61,38,0,85,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Built-up,8,10,8,0,0,7,0,0,7,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Forest,63,86,82,66,31,0,43,0,94,44,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNA_M_R,Grassland,0,12,3,0,1,13,0,0,16,0,0
