Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Shrubland,199,81,58,9,34,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Grassland,0,305,239,31,59,35,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Non_Wetland,9,6,2,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Bareland,383,60,51,0,28,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Built-up,550,334,175,3,0,182,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Water,1393,934,276,252,89,405,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Forest,1357,0,347,130,209,139,282,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Cropland,1116,719,0,45,234,231,128,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Wetland,641,385,100,0,25,47,150,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Non_Water,4,1,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Non_Wetland,1,2,0,14,0,0,2,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Shrubland,15,29,0,51,28,30,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Grassland,0,152,0,353,105,107,266,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Cropland,301,412,0,578,361,413,373,193,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Bareland,6,28,0,13,112,0,239,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Forest,306,0,0,963,250,262,575,284,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Non_Water,0,0,0,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Wetland,17,62,0,0,24,23,409,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Water,157,255,0,686,229,108,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,Built-up,44,81,0,101,0,196,120,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Grassland,0,163,80,235,40,93,129,110,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Non_Wetland,3,0,0,9,0,0,1,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Forest,387,0,152,879,116,387,345,349,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Built-up,101,82,39,116,0,289,65,105,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Non_Water,0,1,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Bareland,39,19,7,4,35,0,286,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Wetland,31,169,3,0,4,28,246,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Shrubland,21,24,8,29,7,32,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Cropland,439,298,0,417,211,390,210,262,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,Water,77,459,30,738,82,309,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Grassland,0,0,0,111,0,0,35,0,631,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Wetland,0,0,0,0,0,0,15,0,833,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Forest,0,0,0,336,0,0,110,0,1718,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Shrubland,0,0,0,0,0,0,0,0,86,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Cropland,0,0,0,91,0,0,58,0,964,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Bareland,0,0,0,106,0,0,14,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Water,0,0,0,589,0,0,0,0,1082,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,Built-up,0,0,0,53,0,0,12,0,213,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Grassland,0,0,0,0,0,0,80,0,0,221,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Bareland,0,0,0,0,0,0,55,0,0,284,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Water,0,0,0,0,0,0,0,0,0,1400,0,0
