Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Wetland,0,0,0,0,0,0,114,0,0,456,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Shrubland,0,0,0,0,0,0,7,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Cropland,0,0,0,0,0,0,144,0,0,275,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Built-up,0,0,0,0,0,0,52,0,0,118,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,Forest,0,0,0,0,0,0,277,0,0,461,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Grassland,0,298,629,111,161,106,35,576,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Wetland,3,180,131,0,15,68,15,211,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Bareland,0,15,327,106,243,0,14,214,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Built-up,4,99,339,53,0,30,12,278,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Forest,137,0,919,336,316,229,110,1006,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Cropland,44,316,0,91,331,114,58,724,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Water,55,481,771,589,247,423,0,741,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,Shrubland,0,3,10,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Grassland,0,179,885,66,264,5,137,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Wetland,0,114,611,0,104,0,241,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Bareland,0,50,270,3,218,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Built-up,0,24,202,0,0,10,28,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Water,0,137,1258,125,307,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Forest,0,0,1367,103,623,6,547,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Shrubland,0,25,99,0,44,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,Cropland,0,113,0,2,301,3,58,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Water,165,666,144,153,0,176,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Forest,240,0,204,42,0,30,176,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Shrubland,44,102,48,0,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Cropland,390,402,0,64,0,92,166,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Wetland,194,478,88,0,0,41,273,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Built-up,127,256,241,1,0,98,107,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Bareland,33,47,40,1,0,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,Grassland,0,193,64,22,0,18,71,0,0,0,0,0
