Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Shrubland,353,71,107,50,226,78,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Non_Wetland,9,3,1,1,9,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Grassland,0,124,54,29,170,19,64,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Bareland,495,58,0,142,150,61,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Water,759,58,451,0,634,25,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Forest,1037,247,286,186,0,139,121,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Cropland,415,0,185,24,294,92,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Wetland,251,24,25,57,95,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Built-up,206,63,74,4,154,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Non_Water,3,0,3,2,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R,Permanent_ice_and_snow,35,1,25,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Non_Wetland,3,0,3,0,2,0,18,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Shrubland,87,0,79,55,50,20,85,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Grassland,0,0,90,63,91,20,65,211,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Cropland,490,0,195,53,209,79,49,357,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Bareland,260,0,0,314,84,34,29,147,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Built-up,124,0,98,38,42,0,27,168,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Water,226,0,505,0,185,12,142,436,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Forest,563,0,618,430,0,104,400,1068,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Non_Water,0,0,2,10,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Wetland,57,0,66,112,14,0,0,114,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,Permanent_ice_and_snow,17,0,9,18,3,0,8,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Wetland,0,0,0,0,0,0,0,0,328,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Shrubland,0,0,0,0,0,0,0,0,240,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Grassland,0,0,0,1,0,0,42,0,176,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Forest,0,0,0,72,0,0,238,0,838,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Bareland,0,0,0,19,0,0,128,0,142,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Water,0,0,0,0,0,0,431,0,252,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Cropland,0,0,0,0,0,0,4,0,98,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Built-up,0,0,0,0,0,0,2,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Non_Wetland,6,0,9,0,2,0,13,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Grassland,0,20,131,16,69,22,30,149,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Wetland,63,0,134,49,55,0,0,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Water,254,1,778,0,164,2,8,476,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Forest,700,26,873,244,0,106,232,940,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Bareland,291,18,0,59,34,4,5,46,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,Built-up,198,5,145,5,10,0,5,103,0,0,0,0
