Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Water,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Shrubland,86,84,70,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Non_Wetland,6,7,12,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Grassland,0,207,243,62,2,11,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Wetland,272,295,0,5,0,73,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Bareland,9,10,11,0,0,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Water,164,336,538,12,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Forest,270,0,419,19,0,114,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Cropland,154,106,92,35,3,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R,Built-up,9,12,5,12,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Non_Wetland,9,3,8,0,0,2,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Shrubland,60,10,23,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Grassland,0,38,137,2,0,62,0,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Wetland,489,59,0,0,0,310,0,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Bareland,59,0,6,0,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Water,429,97,252,1,0,0,0,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Forest,704,0,332,2,0,236,0,375,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Cropland,227,20,47,11,0,15,0,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,Built-up,27,0,2,2,0,0,0,5,0,0,0,0
