Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Water,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Shrubland,0,0,0,0,0,0,0,0,118,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Wetland,0,0,0,0,0,67,0,0,691,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Grassland,0,0,88,0,0,52,0,0,536,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Forest,0,0,211,0,0,126,0,0,1023,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Water,0,0,215,0,0,0,0,0,387,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Cropland,0,0,3,0,0,2,0,0,182,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Bareland,0,0,0,0,0,0,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,Built-up,0,0,0,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Grassland,0,16,216,37,0,154,5,75,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Non_Wetland,7,2,7,1,0,5,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Wetland,318,14,0,6,0,425,0,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Forest,605,0,515,57,0,336,0,348,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Water,232,34,324,7,0,0,0,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Shrubland,45,4,29,8,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Cropland,167,2,65,32,0,63,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Bareland,17,0,8,0,0,19,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,Built-up,25,0,4,9,0,6,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Grassland,0,0,0,0,0,92,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Wetland,0,0,0,0,0,269,0,0,0,229,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Shrubland,0,0,0,0,0,3,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Water,0,0,0,0,0,0,0,0,0,270,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Cropland,0,0,0,0,0,2,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Forest,0,0,0,0,0,183,0,0,0,149,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Built-up,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,Bareland,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Grassland,0,151,88,25,65,52,318,360,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Wetland,4,212,0,32,3,67,90,214,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Forest,52,0,211,88,31,126,277,385,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Water,3,215,215,47,5,0,78,168,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Shrubland,3,5,0,1,1,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Bareland,0,3,0,0,12,0,39,17,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Cropland,0,23,3,0,3,2,0,80,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,Built-up,0,0,0,0,0,0,17,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Shrubland,0,37,5,0,11,4,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Grassland,0,161,57,0,53,32,211,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Wetland,0,195,0,0,5,128,148,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Water,0,128,133,4,4,0,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Forest,0,0,165,1,45,257,139,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Cropland,0,16,4,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,Bareland,0,7,3,0,6,2,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Shrubland,20,74,3,6,0,0,30,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Forest,40,0,9,9,0,49,46,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Wetland,218,550,0,54,0,179,115,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Water,72,432,46,21,0,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Cropland,12,32,1,22,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Bareland,1,5,0,0,0,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Grassland,0,159,23,64,0,37,94,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,Built-up,0,1,0,0,0,0,1,0,0,0,0,0
