Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Shrubland,3,2,1,1,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Grassland,0,3,1,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Cropland,9,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Wetland,78,0,8,0,34,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Bareland,15,0,0,0,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Built-up,11,0,4,0,3,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Water,100,47,25,1,0,69,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R,Forest,60,20,7,8,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Forest,0,26,0,0,14,0,46,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Wetland,0,0,0,0,13,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Built-up,0,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Water,0,47,0,0,0,0,25,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Grassland,0,6,0,0,6,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,Bareland,0,3,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Wetland,0,0,0,0,66,0,0,33,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Water,0,0,0,0,0,0,0,67,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Forest,0,0,0,0,50,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Built-up,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Grassland,0,0,0,0,6,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,Bareland,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Water,0,47,4,1,0,45,0,0,53,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Wetland,0,0,0,0,13,21,0,0,16,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Built-up,3,2,0,0,1,3,0,0,13,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Forest,2,26,4,5,14,0,0,0,44,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Grassland,0,6,0,0,6,14,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Cropland,0,0,0,0,0,3,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,Bareland,1,3,0,0,0,9,0,0,9,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Water,0,49,17,39,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Forest,0,24,0,22,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Wetland,0,0,2,17,37,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Grassland,0,7,0,1,2,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Cropland,0,0,0,3,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,Bareland,0,2,0,1,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,Wetland,17,0,10,0,25,36,0,0,0,13,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,Water,25,44,23,0,0,56,0,0,0,20,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,Forest,10,8,8,0,10,0,0,0,0,12,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,Built-up,0,0,0,0,2,3,0,0,0,2,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,0
