Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMQ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
155,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
156,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
157,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
158,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
159,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
175,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Bareland
176,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
177,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
178,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
179,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
181,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
182,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
183,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
184,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
185,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
192,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
