Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Grassland,115,10,4,7,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Non_Wetland,8,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Wetland,369,0,12,0,78,457,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Bareland,43,2,0,2,2,87,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Built-up,96,0,22,0,6,109,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Water,646,238,24,0,0,522,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Shrubland,14,1,1,1,0,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Cropland,18,0,0,0,0,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Forest,0,60,8,17,93,483,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Non_Wetland,2,9,1,0,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Grassland,39,180,59,8,62,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Bareland,10,21,0,18,15,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Water,118,561,76,9,0,126,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Forest,0,710,229,37,426,333,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Shrubland,6,10,1,2,3,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Wetland,45,0,35,1,249,98,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Cropland,2,8,9,1,0,20,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Built-up,8,31,54,0,18,28,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Non_Wetland,0,9,2,1,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Forest,0,619,243,42,286,586,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Grassland,3,117,77,2,38,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Wetland,12,0,38,2,230,204,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Water,51,488,65,11,0,216,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Shrubland,0,9,6,0,6,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Built-up,0,12,67,0,8,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Cropland,0,1,26,1,1,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Bareland,0,11,0,5,12,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Grassland,0,42,0,0,8,0,0,300,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Wetland,0,0,0,0,32,0,0,478,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Forest,0,224,0,0,83,0,0,1149,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Water,0,267,0,0,0,0,0,646,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Shrubland,0,0,0,0,0,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Cropland,0,0,0,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Bareland,0,9,0,0,0,0,0,31,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Built-up,0,17,0,0,2,0,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Grassland,0,0,0,0,89,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Forest,0,0,0,0,385,0,0,0,134,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Wetland,0,0,0,0,385,0,0,0,116,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Bareland,0,0,0,0,18,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Water,0,0,0,0,0,0,0,0,194,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,Built-up,0,0,0,0,16,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Forest,0,224,233,147,83,230,207,0,0,120,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Grassland,96,42,52,45,8,0,75,0,0,69,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Wetland,73,0,86,30,32,85,87,0,0,11,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Bareland,17,9,0,35,0,3,15,0,0,30,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Built-up,23,17,3,0,2,7,24,0,0,34,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Water,193,267,209,92,0,192,128,0,0,36,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Cropland,7,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Grassland,95,44,1,59,35,0,0,0,0,42,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Wetland,158,0,8,49,176,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Bareland,5,0,0,29,6,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Forest,0,173,4,153,358,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Water,142,180,28,40,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Built-up,2,0,3,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Wetland,552,0,32,0,136,75,0,0,0,24,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Forest,0,1,5,0,32,18,0,0,0,18,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Bareland,18,0,0,0,2,1,0,0,0,6,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Water,633,33,47,0,0,30,0,0,0,13,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Built-up,45,0,17,0,5,2,0,0,0,11,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Grassland,181,8,20,0,22,0,0,0,0,26,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Cropland,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
