Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Shrubland,3,1,2,1,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Grassland,0,13,12,2,2,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Cropland,54,0,21,8,4,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Wetland,64,6,14,1,27,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Lichens_and_Mosses,2,2,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Bareland,86,33,0,15,33,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Built-up,11,6,6,0,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Water,88,23,74,0,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Forest,41,6,9,0,4,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R,Permanent_ice_and_snow,4,0,3,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Grassland,0,0,0,0,14,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Bareland,0,0,0,0,78,0,0,27,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Wetland,0,0,0,0,39,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Cropland,0,0,0,0,16,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Water,0,0,0,0,0,0,0,48,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,Forest,0,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Grassland,0,0,0,0,0,0,3,0,35,0,0,0
