Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Wetland,0,0,0,0,1,0,0,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Bareland,0,0,0,0,7,0,25,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Water,0,0,0,0,0,0,39,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Forest,0,0,0,0,0,0,4,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,Cropland,0,0,0,0,0,0,2,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Water,24,0,42,22,0,6,39,0,0,49,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Cropland,25,0,29,25,0,4,2,0,0,25,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Wetland,10,0,11,3,1,6,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Bareland,25,5,0,38,7,14,25,0,0,61,20,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Built-up,6,2,6,0,0,1,0,0,0,7,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Forest,9,3,9,5,0,0,4,0,0,18,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Grassland,0,6,12,10,0,8,3,0,0,16,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,Permanent_ice_and_snow,0,0,2,2,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Grassland,0,17,7,5,8,10,25,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Bareland,0,38,0,20,30,5,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Water,0,11,37,1,0,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Wetland,0,5,6,0,11,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Cropland,0,0,8,10,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,Forest,0,5,4,0,1,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Wetland,11,11,24,0,24,11,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Bareland,3,19,0,0,17,4,1,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Built-up,1,7,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Cropland,3,0,6,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Forest,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Water,0,9,37,0,0,10,3,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,Grassland,0,7,10,0,3,5,3,0,0,0,0,1
