Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Shrubland,3,2,1,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Grassland,0,3,2,1,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Cropland,10,0,3,0,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Wetland,26,0,18,0,41,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Bareland,7,1,0,2,9,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Built-up,8,0,1,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Water,54,37,50,0,0,88,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Forest,38,14,17,1,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NLM_M_R,Permanent_ice_and_snow,4,2,3,0,4,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Grassland,0,2,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Forest,0,21,0,0,9,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Wetland,0,0,0,0,1,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Water,0,54,0,0,0,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Cropland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Bareland,0,5,0,0,1,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Shrubland,0,0,0,0,3,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Grassland,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Wetland,0,0,0,0,49,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Water,0,0,0,0,0,0,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Forest,0,0,0,0,39,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Bareland,0,0,0,0,11,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Water,37,54,7,9,0,59,0,0,0,77,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Wetland,5,0,0,0,1,9,0,0,0,21,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Bareland,5,5,0,5,1,11,1,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Built-up,1,0,0,0,0,2,1,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Forest,24,21,12,4,9,0,12,0,0,47,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Grassland,0,2,0,0,0,6,2,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Cropland,4,0,0,0,0,6,0,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLM_M_R,Permanent_ice_and_snow,1,0,1,2,0,7,1,0,0,7,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Water,0,62,24,2,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Grassland,0,1,0,6,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Forest,0,32,3,9,38,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Wetland,0,0,5,0,31,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Bareland,0,8,0,1,7,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Cropland,0,1,1,3,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLM_M_R,Permanent_ice_and_snow,0,1,0,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Wetland,1,0,9,0,21,24,8,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Forest,5,4,6,0,16,0,14,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Water,1,20,37,0,0,53,25,0,0,0,33
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Grassland,0,2,1,0,2,3,3,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Built-up,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLM_M_R,Bareland,0,0,0,0,3,1,0,0,0,0,1
