Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Shrubland,377,97,45,93,130,18,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Grassland,0,197,39,76,168,43,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Non_Wetland,9,4,0,1,5,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Bareland,265,99,0,103,89,15,45,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Built-up,338,169,146,0,227,0,30,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Water,1203,305,261,100,600,126,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Forest,1349,458,170,329,0,67,307,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Cropland,858,0,271,345,456,33,78,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Wetland,178,41,6,5,58,0,40,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Non_Water,4,3,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R,Permanent_ice_and_snow,5,1,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Non_Wetland,3,0,0,0,4,11,2,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Shrubland,99,0,45,29,55,64,65,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Grassland,0,0,56,58,149,135,104,151,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Cropland,602,0,271,326,463,310,254,459,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Bareland,64,0,0,95,46,16,132,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Built-up,106,0,140,0,107,43,100,113,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Water,356,0,132,57,404,292,0,351,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Forest,647,0,277,143,0,628,604,795,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Non_Water,1,0,0,0,0,0,6,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Wetland,29,0,4,1,14,0,89,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,5,0,0,0,0,0
