Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDF_M_R
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
264,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
265,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
266,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
275,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
276,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
277,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
278,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
279,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
280,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Bareland
281,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
282,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
284,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Wetland
285,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
286,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
287,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
288,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
289,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
290,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
291,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
292,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
293,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
294,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
295,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
296,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
297,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
298,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
299,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
300,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
301,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
302,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
303,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
309,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
310,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
311,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
312,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
