Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDF_M_R
3746,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3747,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3748,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3749,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3750,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3751,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3752,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3753,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3754,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3755,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3756,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3757,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3758,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3759,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3760,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
3761,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3762,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3763,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3764,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3765,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3766,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3767,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3768,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3769,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3770,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3771,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3772,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3773,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3774,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3775,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3776,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3777,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3778,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
3779,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3780,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3781,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
3782,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3783,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3784,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3785,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
3786,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3787,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3788,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
3789,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3790,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3791,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
3792,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
3793,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3794,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
3795,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3796,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3797,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3798,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3799,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3800,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3801,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
3802,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
3803,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3804,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3805,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
3806,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
3807,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3808,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3809,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3810,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3811,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3812,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3813,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3814,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3815,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3816,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3817,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3818,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
3819,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3820,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3821,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3822,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3823,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
3824,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3825,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3826,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3827,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3828,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3829,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3830,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3831,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3832,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3833,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3834,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3835,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3836,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
3856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3859,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3860,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3861,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3862,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3863,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3864,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3865,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3866,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3867,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3868,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3869,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3870,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3871,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3872,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3873,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3874,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3875,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3876,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3877,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3878,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3879,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3880,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3881,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3882,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3883,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3884,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3885,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3886,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3887,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3888,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
3889,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3890,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3891,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3892,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3893,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3894,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3895,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3896,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3897,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3898,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3899,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3903,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3904,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3905,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3906,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3907,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3908,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3909,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3910,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3911,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3912,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3913,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3914,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3915,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3916,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3917,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3918,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3919,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3920,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3921,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3922,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3923,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3924,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3925,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3926,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3927,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3928,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3929,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3930,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3931,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3932,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3933,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3934,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3935,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
3936,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3937,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
3938,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Forest
3939,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3940,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3941,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3942,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3943,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3944,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3945,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3946,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3947,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3948,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3949,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3950,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3951,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3952,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3953,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3954,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3955,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3956,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
3957,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
3958,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
3959,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
3960,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3961,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3962,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
3963,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3964,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
3965,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3966,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3967,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3968,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3969,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3970,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3971,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3972,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3973,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3974,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3975,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3976,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3977,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3978,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3979,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3980,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3981,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3982,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3983,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3984,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3985,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3986,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3987,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3988,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3989,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3990,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3991,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3992,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3993,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3994,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3995,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3996,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4004,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
4005,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4006,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4007,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
4008,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4009,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4010,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4011,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4012,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4013,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4014,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4015,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4016,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4017,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
4018,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4019,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
4020,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
4021,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4022,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
4023,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4024,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4025,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
4026,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Grassland
4027,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
4028,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4029,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4030,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4031,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4032,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4033,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4034,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4035,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4036,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4037,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4038,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4039,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4040,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4041,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4042,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4043,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4044,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4045,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
4046,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
4047,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
4048,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4049,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4050,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
4051,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4052,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
4053,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4054,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4055,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
