,0
Forest,13662
Water,13200
Grassland,12664
Bareland,7715
Wetland,6457
Cropland,3559
Built-up,2537
Non_Wetland,2324
Non_Water,658
Shrubland,614
Permanent_ice_and_snow,238
Lichens_and_Mosses,83
