Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMR_M_R
12357,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12358,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12359,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12360,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12361,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12362,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12363,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
12364,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
12365,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
12366,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
12367,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
12368,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12369,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12370,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
12371,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12372,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12373,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12374,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
12375,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12376,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
12377,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
12378,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
12379,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
12380,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
12381,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
12382,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
12383,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12384,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
12385,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
12386,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
12387,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
12388,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
12389,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
12390,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
12391,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
12392,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
12393,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12394,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12395,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12396,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12397,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
12398,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12399,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12400,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12401,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
12402,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12403,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
12404,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12405,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12406,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12407,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12408,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12409,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
12410,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
12411,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12412,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12413,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12414,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
12415,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12416,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12417,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12418,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12419,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12420,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12421,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12422,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12423,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12424,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12425,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12426,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12427,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12428,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12429,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12430,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12431,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12432,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12433,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12434,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
12435,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12436,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
12437,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12438,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12439,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12440,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12441,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12442,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
12443,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12444,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12445,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
12446,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12447,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
12448,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12449,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12450,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12451,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
12452,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
12453,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
12454,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12455,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
12456,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
12457,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12458,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12459,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12460,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12461,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12462,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12463,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12464,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12465,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12466,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12467,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12468,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12469,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12470,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12471,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12472,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
12473,Forest,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Bareland
12474,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12521,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12522,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12523,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12524,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12525,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
12526,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12527,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12528,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12529,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12530,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12531,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12532,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12533,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12534,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12535,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12536,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12537,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12538,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12539,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
12540,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12541,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12542,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12543,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12544,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12545,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12546,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12547,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12548,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
12549,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12550,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12551,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12552,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12553,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
12554,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
12555,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12556,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12557,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12558,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12559,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12560,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12561,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12562,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12563,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12564,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
12565,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12566,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12567,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12568,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12569,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
12570,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12571,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12572,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12573,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12574,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12575,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
12576,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12577,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
12578,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
12579,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12580,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12581,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12582,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12583,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12584,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12585,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12586,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12587,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12588,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12589,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12590,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
12591,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
12592,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
12593,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
12594,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
12595,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12596,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12597,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12598,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12599,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12600,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12601,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12602,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12603,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12604,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12605,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12606,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12607,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12608,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12609,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12610,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12611,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12612,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12613,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12614,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12615,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12616,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12617,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12618,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12619,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12620,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12621,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12622,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12623,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12624,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12625,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
12626,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12627,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12628,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12629,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12630,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12631,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12632,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12633,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12634,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12635,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12636,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12637,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12638,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12639,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12640,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12641,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12642,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12643,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12644,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12645,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12646,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12647,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
12648,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12649,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12650,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
12651,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12652,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12653,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12654,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12655,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12656,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12657,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12658,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12659,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12660,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12661,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12662,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12663,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
12664,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
12665,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12666,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12667,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12668,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12669,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
12670,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
12671,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12672,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
12673,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12674,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12675,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12676,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
