Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCP_M_R
7672,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7673,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7674,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7675,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7676,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7677,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7678,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7679,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7680,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7681,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7682,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7683,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7684,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7685,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7686,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7687,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7688,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7689,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7690,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
7691,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7692,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7693,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7694,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7695,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7696,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
7697,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7698,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7699,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7701,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7702,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7704,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7705,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7706,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7707,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7708,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7709,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7710,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
7711,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7712,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7713,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7714,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7715,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7716,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7717,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7718,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7719,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7720,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7721,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
7722,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7723,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7724,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7732,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7733,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7734,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7735,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7736,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7737,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7738,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7739,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7740,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7741,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7742,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7743,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7744,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7745,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7746,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7747,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7748,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7749,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7750,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7751,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7752,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7753,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7754,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
7755,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7756,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7757,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
7758,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
7759,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
7760,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7761,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7762,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
7763,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7764,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7765,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
7766,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7767,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7768,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7769,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7770,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7771,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7772,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7773,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7774,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7775,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
7776,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7777,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7778,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7779,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
7780,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7781,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7782,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
7783,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7784,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7785,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Built-up
7786,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7787,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7788,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7789,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7790,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
7791,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7792,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7793,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7794,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7795,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7796,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
7797,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7798,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7799,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
7800,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7801,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Built-up
7802,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7803,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7804,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
7805,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
7806,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7807,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7808,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7809,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7810,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7811,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7812,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
7813,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7814,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7815,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7816,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7817,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
7818,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
7819,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7820,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7821,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7822,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7823,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7824,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7825,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7826,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7827,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
7828,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7829,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
7830,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7831,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7832,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7833,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7834,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7835,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7836,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7837,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7838,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7839,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7840,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
7841,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
7842,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7843,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Wetland,Forest
7844,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
7845,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7846,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
7847,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
7848,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
7849,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7850,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
7851,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
7852,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7853,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7854,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7855,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7856,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7857,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7858,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7859,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7860,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7861,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7862,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7863,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7864,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7865,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7866,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7867,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7868,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7869,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7870,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7871,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7872,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7873,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7874,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7875,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
7876,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7877,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7878,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7879,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7880,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7881,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7882,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7883,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7884,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7885,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7886,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
7887,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7888,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
7889,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7890,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7891,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7892,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7893,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7894,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7895,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7896,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7897,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7898,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7899,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7900,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7901,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7902,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7903,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7904,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7905,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
7906,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7907,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7908,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
7909,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7910,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7911,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7912,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7913,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7914,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
7915,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7916,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
7917,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7918,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7919,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7920,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7921,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7922,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7923,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7924,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7925,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7926,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7927,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7928,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
7929,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Wetland,Forest
7930,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
7931,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
7932,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
7933,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7934,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7935,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7936,Water,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
7937,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7938,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
7939,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7940,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7941,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7942,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
7943,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7944,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
7945,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
7946,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7947,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7948,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7949,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7950,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7951,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7952,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
7953,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7954,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7955,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
7956,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7957,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
7958,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7959,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7960,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7961,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7962,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7963,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
7964,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7965,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7966,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7967,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7968,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
7969,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7970,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7971,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7972,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
7973,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7974,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7975,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
7976,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7977,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7978,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
7979,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
7980,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7981,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7982,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7983,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
7984,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7985,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7986,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
7987,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
7988,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
7989,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7990,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7991,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
