,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,16956
AMAZON_EXTENSION_2024_WorldCover_2021_22LHJ_M_R,16439
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,16425
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,15820
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,14659
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,12151
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,5621
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,3817
