Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Shrubland,3,1,3,1,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Grassland,0,6,10,1,0,10,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Cropland,25,0,9,4,3,27,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Wetland,9,0,0,0,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Bareland,16,4,8,0,7,17,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Built-up,8,5,0,4,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Water,26,4,19,22,7,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Forest,29,8,23,10,9,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R,Permanent_ice_and_snow,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Grassland,0,0,0,0,0,0,2,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Cropland,0,0,0,0,0,0,4,9,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Forest,0,0,11,0,0,0,15,21,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Bareland,0,0,3,0,0,0,5,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,Water,0,0,11,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Wetland,0,0,0,0,0,0,6,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Forest,0,0,0,0,0,0,8,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Bareland,0,0,0,0,0,0,7,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Grassland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Water,0,0,0,0,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,Cropland,12,0,0,0,3,15,4,0,0,23,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,Bareland,6,23,3,0,23,11,5,0,0,20,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,Built-up,2,5,0,0,0,3,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,Water,2,18,11,4,16,18,0,0,0,15,1,0
