Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Shrubland,113,73,37,30,4,14,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Grassland,0,203,212,113,28,40,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Non_Wetland,11,10,5,7,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Bareland,115,28,28,4,0,39,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Water,1064,704,244,581,201,47,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Forest,1090,0,383,332,70,122,281,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Cropland,877,558,0,153,195,197,198,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Wetland,618,428,155,0,19,10,274,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Built-up,259,221,113,0,97,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Non_Wetland,3,2,0,17,4,0,6,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Shrubland,36,18,0,42,24,4,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Grassland,0,129,0,248,47,36,157,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Cropland,619,330,0,537,292,215,260,135,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Wetland,143,222,0,0,9,7,602,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Bareland,18,5,0,18,0,63,37,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Forest,479,0,0,834,230,74,530,271,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Built-up,100,53,0,34,130,0,41,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,Water,325,357,0,597,44,95,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Wetland,0,0,0,0,0,0,87,0,1226,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Grassland,0,0,0,105,0,0,64,0,608,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Forest,0,0,0,279,0,0,150,0,1918,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Water,0,0,0,494,0,0,0,0,1121,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Shrubland,0,0,0,0,0,0,0,0,107,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Bareland,0,0,0,6,0,0,14,0,25,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Cropland,0,0,0,96,0,0,83,0,1027,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,Built-up,0,0,0,7,0,0,10,0,117,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Non_Wetland,8,1,0,19,3,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Grassland,0,61,67,253,88,20,26,47,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Wetland,167,68,23,0,59,0,187,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Forest,639,0,133,1071,444,38,177,297,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Water,362,213,38,1061,526,24,0,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Shrubland,46,7,5,39,32,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Built-up,149,18,38,90,218,0,6,12,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Cropland,632,142,0,464,446,127,54,60,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,Bareland,10,0,18,3,0,18,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Grassland,0,0,0,0,0,0,88,0,0,184,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Wetland,0,0,0,0,0,0,316,0,0,513,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Shrubland,0,0,0,0,0,0,8,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Water,0,0,0,0,0,0,0,0,0,1222,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Forest,0,0,0,0,0,0,246,0,0,362,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Cropland,0,0,0,0,0,0,133,0,0,205,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Bareland,0,0,0,0,0,0,12,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,Built-up,0,0,0,0,0,0,14,0,0,23,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Grassland,0,277,451,105,28,126,64,603,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Wetland,0,303,169,0,51,11,87,353,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Bareland,0,7,152,6,0,104,14,104,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Built-up,0,35,199,7,2,0,10,185,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Water,1,465,533,494,153,90,0,738,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Forest,14,0,766,279,72,240,150,980,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Cropland,1,300,0,96,40,279,83,671,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,Shrubland,0,4,5,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Grassland,0,156,806,27,1,98,76,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Wetland,0,195,810,0,0,38,240,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Forest,0,0,1090,87,0,382,440,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Shrubland,0,14,52,0,0,5,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Bareland,0,5,153,0,0,73,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Water,0,172,1184,167,9,87,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Built-up,0,4,119,0,2,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,Cropland,0,117,0,9,1,188,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Wetland,198,558,52,0,12,0,362,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Forest,136,0,140,66,19,0,168,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Cropland,279,400,0,45,127,0,144,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Water,132,666,53,223,36,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Shrubland,7,72,11,2,2,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Bareland,6,38,26,0,0,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Built-up,19,102,148,0,106,0,48,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,Grassland,0,185,86,46,34,0,112,0,0,0,0,0
