Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Shrubland,3,2,3,3,3,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Grassland,0,5,25,6,3,17,27,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Cropland,38,0,14,5,4,3,24,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Wetland,103,5,0,25,0,65,86,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Bareland,76,0,35,0,2,45,45,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Built-up,20,1,2,15,0,4,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Water,163,2,106,73,0,0,140,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Forest,97,7,53,24,2,33,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R,Permanent_ice_and_snow,11,0,1,5,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Grassland,0,0,8,0,0,4,0,61,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Cropland,0,0,0,0,0,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Bareland,0,0,19,0,0,13,0,64,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Forest,0,0,36,0,0,16,0,118,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Wetland,0,0,0,0,0,18,0,170,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Water,0,0,51,0,0,0,0,103,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Built-up,0,0,1,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Shrubland,0,0,0,0,0,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Grassland,0,0,0,0,0,45,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Cropland,0,0,0,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Wetland,0,0,0,0,0,130,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Bareland,0,0,0,0,0,94,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Built-up,0,0,0,0,0,10,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Water,0,0,0,0,0,0,0,0,140,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,Forest,0,0,0,0,0,108,0,0,29,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Water,83,43,51,27,21,0,81,0,0,120,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Cropland,17,0,0,3,3,0,19,0,0,31,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Wetland,36,7,0,7,6,18,44,0,0,62,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Bareland,48,34,19,0,21,13,39,0,0,69,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Built-up,7,5,1,6,0,0,5,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Forest,58,38,36,24,12,16,0,0,0,90,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Grassland,0,14,8,3,6,4,24,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,Permanent_ice_and_snow,3,4,0,1,2,0,2,0,0,9,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Grassland,0,32,37,9,17,16,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Wetland,0,17,0,40,19,34,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Water,0,22,106,100,36,0,44,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Forest,0,28,63,27,39,42,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Bareland,0,1,30,0,21,21,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,Cropland,0,0,3,0,7,0,3,0,0,0,0
