Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Grassland,Non_Wetland,Cropland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Grassland,419,103,26,17,17,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Non_Wetland,16,2,0,0,0,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Water,1314,884,111,19,0,2006,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Wetland,1269,0,9,10,269,1767,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Bareland,309,55,0,23,39,633,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Built-up,281,22,45,0,45,348,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Forest,0,187,45,102,171,1165,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Non_Water,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Shrubland,34,4,4,6,3,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Cropland,201,11,8,13,9,241,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R,Permanent_ice_and_snow,1,1,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Non_Wetland,2,15,5,0,4,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Grassland,111,622,378,21,287,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Wetland,129,0,357,7,922,483,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Bareland,55,178,0,36,309,208,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Built-up,55,119,213,0,106,161,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Water,318,1242,509,37,0,625,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Forest,0,1123,626,89,770,822,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Non_Water,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Shrubland,6,19,18,8,12,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Cropland,22,150,114,8,34,135,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,Permanent_ice_and_snow,0,2,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Wetland,0,0,0,0,112,0,1997,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Grassland,0,153,0,0,30,0,1382,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Forest,0,369,0,0,127,0,2367,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Bareland,0,43,0,0,18,0,426,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Water,0,585,0,0,0,0,2124,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Shrubland,0,0,0,0,0,0,48,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Cropland,0,10,0,0,1,0,272,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Built-up,0,32,0,0,4,0,281,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Wetland,52,0,405,14,757,620,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Non_Wetland,1,14,3,2,4,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Forest,0,1288,809,164,541,1067,0,35,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Grassland,11,617,390,36,164,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Non_Water,0,0,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Water,50,1544,766,35,0,626,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Shrubland,1,25,21,6,6,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Built-up,7,155,271,0,44,157,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Cropland,2,150,129,35,26,134,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Lichens_and_Mosses,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Bareland,3,146,0,8,102,134,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Grassland,0,0,0,0,879,0,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Water,0,0,0,0,0,0,0,0,589,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Wetland,0,0,0,0,1605,0,0,0,475,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Forest,0,0,0,0,997,0,0,0,233,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Bareland,0,0,0,0,321,0,0,0,52,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Shrubland,0,0,0,0,17,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Cropland,0,0,0,0,124,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Built-up,0,0,0,0,174,0,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Grassland,329,153,362,224,30,0,0,96,0,566,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Wetland,336,0,458,192,112,211,0,44,0,363,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Forest,0,369,544,366,127,368,0,142,0,703,34,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Bareland,101,43,0,179,18,15,0,10,0,319,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Built-up,76,32,56,0,4,16,0,23,0,217,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Water,602,585,785,431,0,401,0,16,0,682,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Cropland,71,10,60,39,1,6,0,0,0,136,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Grassland,232,350,15,404,158,0,0,455,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Forest,0,534,42,643,511,0,0,273,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,Wetland,394,0,42,365,310,0,0,428,0,0,0,0
