Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Built-up,76,0,37,13,13,0,1,92,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Water,86,0,11,117,391,0,0,322,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Forest,348,0,49,0,473,29,184,599,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Non_Water,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Shrubland,0,0,0,0,0,0,0,0,156,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Wetland,0,0,0,0,0,0,44,0,436,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Grassland,0,0,0,0,1,0,4,0,152,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Forest,0,0,0,0,61,0,69,0,773,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Bareland,0,0,0,0,18,0,14,0,51,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Water,0,0,0,0,165,0,0,0,450,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Cropland,0,0,0,0,0,0,0,0,112,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Built-up,0,0,0,0,0,0,1,0,13,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Grassland,0,102,111,52,57,9,3,169,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Non_Wetland,3,0,3,1,12,0,0,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Wetland,6,0,4,6,0,0,21,52,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Forest,411,151,239,0,414,18,102,578,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Bareland,88,28,0,0,9,1,4,42,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Non_Water,1,0,1,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Water,57,2,144,118,494,1,0,396,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Shrubland,76,28,71,16,54,6,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Cropland,314,0,253,50,19,9,0,217,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Built-up,83,4,83,6,0,0,0,79,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,Permanent_ice_and_snow,1,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Shrubland,0,0,0,0,0,0,50,0,0,12,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Grassland,0,0,0,0,0,0,25,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Wetland,0,0,0,0,0,0,123,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Bareland,0,0,0,0,0,0,32,0,0,21,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Water,0,0,0,0,0,0,0,0,0,231,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Cropland,0,0,0,0,0,0,1,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,Forest,0,0,0,0,0,0,189,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Grassland,0,235,37,200,1,43,4,332,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Forest,139,337,44,0,61,48,69,544,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Bareland,6,162,0,51,18,33,14,195,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Cropland,49,0,45,200,0,27,0,345,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Wetland,4,10,6,107,0,0,44,190,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Built-up,8,101,1,32,0,0,1,83,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Water,0,47,49,245,165,9,0,417,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Shrubland,12,28,8,26,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Grassland,0,311,0,143,2,68,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Shrubland,0,106,0,82,9,71,61,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Forest,0,291,1,0,79,135,287,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Wetland,0,9,0,40,0,2,59,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Bareland,0,120,0,18,0,62,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Built-up,0,2,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Water,0,0,13,29,94,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,Cropland,0,0,0,100,0,42,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Forest,100,121,56,0,0,0,35,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Shrubland,62,81,73,144,7,0,30,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Cropland,117,0,116,116,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Wetland,27,6,17,182,0,0,56,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Bareland,9,26,0,13,0,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Built-up,1,6,10,31,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Water,5,4,63,395,19,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,Grassland,0,100,90,117,2,0,6,0,0,0,4
