Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Shrubland,224,50,71,127,13,49,21,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Grassland,0,103,46,152,0,29,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Non_Wetland,9,0,1,5,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Bareland,162,49,0,28,0,20,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Forest,432,122,41,0,28,29,87,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Cropland,349,0,123,222,0,73,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Wetland,114,0,16,77,0,0,52,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Built-up,93,31,26,59,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Water,300,4,148,309,86,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Non_Water,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R,Permanent_ice_and_snow,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Non_Wetland,2,0,0,2,14,0,2,4,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Shrubland,77,0,25,35,80,7,37,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Grassland,0,0,36,108,109,5,5,176,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Cropland,424,0,116,172,96,10,2,400,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Wetland,11,0,2,5,0,0,137,37,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,Bareland,112,0,0,23,43,6,72,99,0,0,0
