Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,Built-up,131,0,80,29,35,0,2,198,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,Water,340,0,61,0,309,13,102,1020,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,Forest,480,0,161,365,0,75,222,1181,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,Non_Water,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Shrubland,0,0,0,0,0,0,0,0,337,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Wetland,0,0,0,58,0,0,0,0,546,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Grassland,0,0,0,62,0,0,32,0,295,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Water,0,0,0,0,0,0,282,0,573,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Forest,0,0,0,184,0,0,101,0,921,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Cropland,0,0,0,37,0,0,9,0,126,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Bareland,0,0,0,50,0,0,10,0,26,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,Built-up,0,0,0,25,0,0,1,0,14,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Grassland,0,95,148,36,128,26,106,301,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Non_Wetland,2,0,9,1,2,0,8,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Wetland,74,0,115,89,35,0,0,178,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Bareland,114,20,0,3,23,22,1,51,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Water,351,8,903,0,238,8,413,803,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Forest,553,189,664,182,0,61,432,920,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Non_Water,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Shrubland,138,31,129,33,38,26,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Built-up,171,5,194,1,19,0,10,137,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,Cropland,575,0,447,16,209,186,40,435,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Water,0,0,0,0,0,0,0,0,0,532,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Grassland,0,0,0,237,0,0,0,0,0,44,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Shrubland,0,0,0,174,0,0,0,0,0,39,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Wetland,0,0,0,317,0,0,0,0,0,99,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Forest,0,0,0,392,0,0,0,0,0,205,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Bareland,0,0,0,53,0,0,0,0,0,15,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Cropland,0,0,0,82,0,0,0,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,Built-up,0,0,0,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Grassland,0,472,26,62,393,85,32,550,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Bareland,3,290,0,50,103,109,10,317,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Water,12,508,78,0,598,30,282,690,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Forest,196,725,60,184,0,121,101,795,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Wetland,1,52,5,58,202,0,0,124,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Cropland,76,0,11,37,316,162,9,538,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Built-up,6,198,12,25,58,0,1,200,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,Shrubland,12,60,9,0,78,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Grassland,0,600,3,81,189,174,47,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Forest,0,539,0,453,0,306,228,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Shrubland,0,295,0,104,103,143,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Wetland,0,62,0,55,23,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Bareland,0,303,0,69,21,187,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Built-up,0,72,6,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Water,0,301,14,0,92,104,248,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,Cropland,0,0,3,26,156,190,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Forest,221,185,112,108,0,0,59,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Shrubland,159,123,99,102,285,0,73,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Cropland,176,0,266,43,212,0,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Wetland,73,5,8,72,118,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Bareland,12,41,0,20,39,0,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Water,179,39,130,0,570,0,258,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Built-up,5,109,102,1,120,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,Grassland,0,138,135,58,202,0,21,0,0,0,2
