Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Shrubland,473,98,106,99,138,219,123,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Non_Wetland,9,0,0,0,2,7,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Grassland,0,175,59,76,46,197,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Bareland,426,124,0,137,120,147,32,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Built-up,600,253,226,0,102,365,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Water,1485,82,315,80,0,653,332,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Forest,1264,341,149,234,350,0,125,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Cropland,938,0,283,257,109,529,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Wetland,205,4,5,0,117,72,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Non_Water,2,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R,Permanent_ice_and_snow,11,3,1,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Non_Wetland,1,0,0,0,7,3,18,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Shrubland,94,0,72,56,73,56,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Grassland,0,0,95,123,107,154,108,356,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Cropland,697,0,303,443,97,370,138,831,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Wetland,14,0,17,5,187,49,0,205,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Bareland,215,0,0,193,146,64,14,204,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Built-up,249,0,230,0,114,157,82,408,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,Water,292,0,232,213,0,398,236,912,0,0,0,0
