Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Shrubland,3,3,3,2,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Grassland,0,33,15,8,4,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Cropland,110,0,87,31,57,83,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Wetland,84,54,63,2,69,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Lichens_and_Mosses,3,1,3,1,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Bareland,124,89,0,26,87,92,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Built-up,19,15,13,0,8,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Water,192,153,163,15,0,153,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Forest,126,94,111,32,75,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R,Permanent_ice_and_snow,8,0,8,0,1,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Grassland,0,0,0,0,16,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Cropland,0,0,0,0,101,0,0,55,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Wetland,0,0,0,0,78,0,0,52,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Bareland,0,0,0,0,161,0,0,90,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Built-up,0,0,0,0,5,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Water,0,0,0,0,0,0,0,301,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Forest,0,0,0,0,157,0,0,86,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Water,55,88,93,62,0,90,74,0,124,41,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Cropland,50,0,58,47,30,66,40,0,84,35,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Bareland,70,71,0,71,24,64,42,0,100,55,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Built-up,9,13,9,0,4,9,1,0,15,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Forest,62,80,72,69,32,0,47,0,110,54,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Grassland,0,15,9,11,6,25,8,0,25,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Wetland,6,16,9,3,4,21,0,0,13,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,Permanent_ice_and_snow,3,1,2,0,0,6,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Cropland,0,0,0,0,30,0,40,0,0,0,14,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Forest,0,0,0,0,32,0,47,0,0,0,60,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Bareland,0,0,0,0,24,0,42,0,0,0,21,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Built-up,0,0,0,0,4,0,1,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Water,0,0,0,0,0,0,74,0,0,0,20,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Grassland,0,0,0,0,6,0,8,0,0,0,5,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,Wetland,0,0,0,0,4,0,0,0,0,0,84,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Grassland,0,38,11,19,18,36,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Wetland,0,35,38,11,53,76,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Bareland,0,63,0,31,94,93,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Water,0,113,138,29,0,144,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Built-up,0,5,1,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Forest,0,91,54,41,89,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Cropland,0,0,40,39,56,71,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,Permanent_ice_and_snow,0,1,4,0,10,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Water,32,97,122,0,0,120,67,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Cropland,21,0,31,0,23,38,8,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Wetland,20,41,50,0,30,55,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Bareland,5,31,0,0,31,38,15,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Built-up,8,15,15,0,3,12,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Forest,27,35,42,0,29,0,26,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,Grassland,0,10,10,0,6,10,4,0,0,0,0,1
