Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Shrubland,3,3,1,3,3,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Grassland,0,12,0,7,6,2,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Cropland,76,0,12,51,35,19,62,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Wetland,22,16,0,14,1,8,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Bareland,87,60,4,0,49,44,68,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Built-up,21,18,1,20,0,7,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Water,126,81,13,104,28,0,110,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Forest,81,51,14,44,38,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R,Permanent_ice_and_snow,9,1,0,7,1,2,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Bareland,0,0,15,0,0,11,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Cropland,0,0,11,0,0,9,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Built-up,0,0,0,0,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Water,0,0,34,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Forest,0,0,9,0,0,8,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Wetland,0,0,0,0,0,0,0,52,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,Grassland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Grassland,0,0,0,0,0,6,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Cropland,0,0,0,0,0,86,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Wetland,0,0,0,0,0,23,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Bareland,0,0,0,0,0,116,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Built-up,0,0,0,0,0,25,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Water,0,0,0,0,0,0,0,0,143,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Forest,0,0,0,0,0,62,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Water,48,86,34,102,20,0,77,0,0,120,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Cropland,50,0,11,70,19,9,61,0,0,77,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Bareland,51,71,15,0,35,11,59,0,0,96,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Built-up,14,18,0,19,0,1,14,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Forest,48,68,9,67,23,8,0,0,0,94,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Grassland,0,11,0,6,3,0,13,0,0,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Wetland,6,12,0,7,1,0,7,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,Permanent_ice_and_snow,3,2,0,5,0,0,5,0,0,14,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Grassland,0,17,0,10,18,4,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Wetland,0,10,0,4,10,8,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Bareland,0,50,0,0,63,56,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Water,0,63,0,84,94,0,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Built-up,0,3,0,5,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Forest,0,48,0,35,55,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Cropland,0,0,3,30,47,43,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,Permanent_ice_and_snow,0,0,0,1,1,5,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Cropland,11,0,12,27,0,28,21,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Bareland,2,15,5,0,0,25,16,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Forest,12,26,8,16,0,25,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Grassland,0,6,1,7,0,7,7,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Wetland,0,4,0,8,0,11,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Water,0,26,1,55,0,0,34,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,Built-up,0,10,0,12,0,14,11,0,0,0,0
