Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Shrubland,372,148,149,89,123,155,151,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Non_Wetland,0,0,0,0,0,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Grassland,0,315,144,63,177,213,280,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Bareland,484,187,0,142,98,31,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Built-up,352,212,160,0,22,108,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Water,883,135,308,17,0,212,473,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Forest,660,286,124,94,110,0,247,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Cropland,627,0,385,169,91,164,147,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Non_Water,5,0,1,0,7,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Wetland,369,78,30,1,296,174,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Lichens_and_Mosses,0,2,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R,Permanent_ice_and_snow,6,0,5,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Non_Wetland,7,0,0,1,4,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Shrubland,141,0,51,44,62,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Grassland,0,0,108,150,143,82,0,521,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Cropland,844,0,185,341,172,124,0,610,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Bareland,353,0,0,276,245,14,0,216,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Built-up,198,0,108,0,37,8,0,199,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Water,547,0,58,80,0,6,0,646,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Forest,465,0,142,247,153,0,0,987,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Non_Water,3,0,0,0,4,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Wetland,198,0,8,18,333,19,0,448,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,Permanent_ice_and_snow,3,0,0,0,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Non_Wetland,5,0,3,0,3,2,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Grassland,0,29,153,59,105,59,0,599,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Bareland,372,81,0,104,72,15,0,217,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Water,720,34,322,49,0,57,0,833,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Forest,658,83,256,62,131,0,0,994,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Built-up,313,42,223,0,29,11,0,204,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Non_Water,2,0,2,0,5,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Shrubland,142,15,82,32,39,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Cropland,891,0,432,197,77,103,0,633,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Wetland,363,15,38,2,258,53,0,601,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Lichens_and_Mosses,4,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,Permanent_ice_and_snow,4,0,4,0,2,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,Shrubland,0,0,0,0,0,0,0,0,316,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,Grassland,0,0,0,0,34,0,100,0,492,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,Water,0,0,0,0,0,0,509,0,551,0,0,0
