Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Shrubland,307,90,94,79,260,37,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Grassland,0,137,20,11,314,24,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Bareland,247,53,0,52,88,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Built-up,245,85,83,0,198,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Water,382,34,42,0,558,121,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Forest,630,153,48,37,0,60,138,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Non_Wetland,3,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Cropland,530,0,138,126,346,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Non_Water,2,0,0,0,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Wetland,309,37,8,0,443,0,221,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Shrubland,0,0,0,0,0,0,0,140,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Wetland,0,0,0,0,0,0,18,195,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Forest,0,0,0,0,0,317,61,470,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Grassland,0,0,0,0,0,81,2,119,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Water,0,0,0,0,0,462,0,174,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Cropland,0,0,0,0,0,4,3,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Bareland,0,0,0,0,0,7,11,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,Built-up,0,0,0,0,0,5,1,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Shrubland,90,0,52,36,37,6,38,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Non_Wetland,0,0,0,0,0,3,2,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Grassland,0,0,25,26,112,0,59,0,365,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Cropland,413,0,266,119,181,0,12,0,545,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Bareland,56,0,0,26,19,0,41,0,175,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Built-up,122,0,94,0,14,0,24,0,227,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Water,125,0,8,9,87,23,0,0,549,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Forest,474,0,125,94,0,96,303,0,1173,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Non_Water,2,0,0,0,0,0,2,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Wetland,124,0,1,0,92,0,380,0,657,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Grassland,0,94,205,21,162,34,50,0,354,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Non_Wetland,0,0,0,0,0,7,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Bareland,18,78,0,61,10,2,20,0,73,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Forest,290,106,341,83,0,246,213,0,891,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Non_Water,0,0,0,0,2,0,4,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Water,5,2,85,7,323,220,0,0,377,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Shrubland,62,30,82,34,30,22,37,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Built-up,95,39,185,0,20,2,15,0,186,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Cropland,295,0,342,79,57,4,8,0,403,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Wetland,16,3,45,1,298,0,243,0,284,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Forest,0,0,0,0,0,0,235,0,0,219,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Shrubland,0,0,0,0,0,0,68,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Grassland,0,0,0,0,0,0,83,0,0,57,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Bareland,0,0,0,0,0,0,18,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Cropland,0,0,0,0,0,0,19,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Wetland,0,0,0,0,0,0,322,0,0,327,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Water,0,0,0,0,0,0,0,0,0,404,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,Built-up,0,0,0,0,0,0,14,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Grassland,0,178,16,51,240,81,2,0,253,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Bareland,10,155,0,112,104,7,11,0,213,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Built-up,38,118,5,0,90,5,1,0,185,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Forest,295,288,46,112,0,317,61,0,462,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Cropland,123,0,5,140,319,4,3,0,439,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Wetland,19,5,3,0,75,0,18,0,25,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Water,81,90,47,21,228,462,0,0,219,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,Shrubland,35,41,11,32,58,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Grassland,0,350,1,140,128,43,66,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,Shrubland,0,173,2,130,107,34,61,0,0,0,0,1
