Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Shrubland,380,180,93,93,56,205,193,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Non_Wetland,15,11,2,0,0,9,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Grassland,0,221,53,46,20,188,124,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Bareland,307,146,0,83,33,96,95,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Built-up,232,188,94,0,13,156,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Water,552,175,119,3,0,606,424,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Forest,669,284,79,100,160,0,321,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Cropland,516,0,194,181,22,305,133,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Wetland,435,186,14,0,93,269,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Non_Water,4,3,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Lichens_and_Mosses,3,1,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R,Permanent_ice_and_snow,7,2,6,3,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Non_Wetland,9,0,1,1,12,4,24,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Shrubland,107,0,49,38,81,54,82,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Grassland,0,0,29,41,80,80,68,365,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Cropland,669,0,200,163,92,185,51,685,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Wetland,91,0,27,1,696,77,0,676,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Bareland,194,0,0,60,146,35,23,226,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Built-up,168,0,108,0,28,12,3,239,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Water,183,0,10,20,0,143,136,558,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Forest,435,0,127,97,416,0,309,1209,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Non_Water,1,0,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Lichens_and_Mosses,4,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,Permanent_ice_and_snow,2,0,0,0,6,0,1,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Wetland,0,0,0,0,31,0,0,0,1409,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Shrubland,0,0,0,0,0,0,0,0,473,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Grassland,0,0,0,0,5,0,38,0,346,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Forest,0,0,0,0,71,0,207,0,1044,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Water,0,0,0,0,0,0,402,0,708,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Bareland,0,0,0,0,1,0,28,0,122,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Cropland,0,0,0,0,0,0,13,0,271,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Built-up,0,0,0,0,2,0,4,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Non_Wetland,1,0,10,0,5,2,26,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Grassland,0,51,154,20,65,25,93,315,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Wetland,30,0,406,1,346,51,0,523,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Bareland,82,29,0,35,24,0,10,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Built-up,135,16,203,0,17,4,25,196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Forest,350,37,442,45,266,0,383,1067,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Non_Water,0,0,2,0,3,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Water,61,4,329,7,0,175,256,540,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,Shrubland,88,15,135,28,57,26,80,0,0,0,0,0
