Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Grassland,397,119,74,54,70,54,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Non_Wetland,7,1,2,0,0,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Shrubland,40,10,7,2,7,3,52,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Cropland,342,0,4,58,102,11,444,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Wetland,413,10,0,26,1,160,397,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Bareland,501,124,34,0,77,227,681,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Built-up,130,63,0,48,0,8,202,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Water,959,60,241,196,11,0,883,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Lichens_and_Mosses,3,1,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Forest,0,118,108,46,77,155,617,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXJ_M_R,Permanent_ice_and_snow,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Non_Wetland,0,0,10,3,0,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Shrubland,6,0,31,32,5,3,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Grassland,65,0,250,330,30,96,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Cropland,112,0,147,279,71,28,489,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Bareland,34,0,90,0,39,26,234,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Built-up,16,0,23,122,0,11,137,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Water,77,0,459,1082,24,0,904,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Forest,0,0,679,913,46,222,1005,82,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Wetland,2,0,0,404,0,126,288,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Lichens_and_Mosses,0,0,0,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXJ_M_R,Permanent_ice_and_snow,0,0,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Grassland,18,139,118,561,43,52,0,51,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Non_Wetland,0,0,5,6,0,0,4,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Forest,0,155,412,1047,39,309,871,144,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Wetland,14,16,0,569,0,235,216,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Bareland,0,44,22,0,21,25,199,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Built-up,2,44,4,189,0,2,116,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Water,44,17,328,1351,58,0,396,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Shrubland,3,11,14,34,4,6,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Cropland,11,0,22,424,84,10,404,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Lichens_and_Mosses,0,1,0,2,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Grassland,0,0,109,0,0,104,0,0,504,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Wetland,0,0,0,0,0,70,0,0,469,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Forest,0,0,286,0,0,176,0,0,1139,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Bareland,0,0,137,0,0,154,0,0,532,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Water,0,0,401,0,0,0,0,0,565,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Shrubland,0,0,0,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Cropland,0,0,6,0,0,32,0,0,187,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXJ_M_R,Built-up,0,0,1,0,0,13,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Grassland,0,0,0,0,0,179,0,0,0,112,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Bareland,0,0,0,0,0,409,0,0,0,161,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Shrubland,0,0,0,0,0,7,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Wetland,0,0,0,0,0,197,0,0,0,209,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Cropland,0,0,0,0,0,38,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Built-up,0,0,0,0,0,17,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Water,0,0,0,0,0,0,0,0,0,595,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXJ_M_R,Forest,0,0,0,0,0,332,0,0,0,228,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Grassland,291,468,109,85,138,104,0,558,0,0,73,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Wetland,117,53,0,17,9,70,0,168,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Bareland,242,511,137,0,227,154,30,483,0,0,71,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Forest,0,436,286,158,141,176,84,602,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Cropland,116,0,6,8,117,32,46,214,0,0,69,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Built-up,21,110,1,1,0,13,5,97,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXJ_M_R,Water,360,331,401,176,90,0,23,486,0,0,12,0
