Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDB_M_R
9244,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9245,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9246,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9247,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9248,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9249,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9250,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9251,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
9252,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
9253,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
9254,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9255,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9256,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9257,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9258,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9259,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9260,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
9261,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9262,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9263,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9264,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9265,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9266,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
9267,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
9268,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
9269,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9270,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
9271,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9272,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9273,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9274,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9275,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9276,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9277,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9278,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9279,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9280,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9281,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9282,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9283,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9284,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9285,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9286,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9287,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9288,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9315,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9316,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9317,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9318,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9319,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9320,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9321,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9322,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9323,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9324,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9325,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9326,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9327,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9328,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9329,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9330,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9331,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9332,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9333,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9334,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9335,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9336,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9337,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9338,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9339,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9340,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9341,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9342,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9343,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9344,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9345,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9346,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9347,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9348,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9349,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9350,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9351,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9352,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9353,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9354,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9355,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9356,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9357,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9358,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9359,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9360,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9361,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9362,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9363,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9364,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9365,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9366,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9367,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9368,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9369,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9370,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9371,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9372,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9373,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9374,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9375,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
9376,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
9377,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9378,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9379,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9380,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9381,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
9382,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9383,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9384,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9385,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9386,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9387,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
9388,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
9389,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9390,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9391,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9392,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9393,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9394,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9395,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9396,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9397,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9398,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9399,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
9400,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9401,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9402,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
9403,Forest,Cropland,Wetland,Water,Wetland,Forest,Wetland,Forest
9404,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9405,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9406,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9407,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9408,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9409,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9410,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9411,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9412,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9413,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9414,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9415,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9416,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9417,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9418,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
9419,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9420,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9421,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9422,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
9423,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9424,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9425,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9426,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9427,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9428,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9429,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9430,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9431,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9432,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9433,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9434,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9435,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9436,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9437,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9438,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9439,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9440,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9441,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9442,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9443,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9444,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9445,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9446,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9447,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9448,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9449,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9450,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9451,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9452,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9453,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9454,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9455,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9456,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9457,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9458,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9459,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9460,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9461,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9462,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9463,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9464,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9465,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9466,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9467,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9468,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9469,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
9470,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9471,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9472,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9473,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9474,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9475,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9476,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9477,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9478,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9479,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9480,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9481,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9482,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9483,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9484,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9485,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9486,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
9487,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9488,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
9489,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
9490,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9491,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9492,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
9493,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9494,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9495,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9496,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9497,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9498,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9499,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
9500,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9501,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9502,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9503,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
9504,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
9505,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9506,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9507,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9508,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9509,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
9510,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9511,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9512,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9513,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
9514,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9515,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
9516,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9517,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
9518,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9519,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
9520,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
9521,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9522,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9523,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9524,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9525,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9526,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Forest
9527,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
9528,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Water
9529,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9530,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9531,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9532,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9533,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
9534,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9535,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
9536,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Forest
9537,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Bareland
9538,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
9539,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Bareland
9540,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9541,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9542,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
9543,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9544,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9545,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9546,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9547,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9548,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9549,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9550,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9551,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9552,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9553,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9554,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9555,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9556,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9557,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9558,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9559,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9560,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9561,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9562,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9563,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9564,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9565,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
9566,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
