Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Shrubland,3,2,3,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Grassland,0,7,8,3,1,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Cropland,48,0,32,9,4,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Wetland,39,2,27,2,37,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Bareland,71,0,0,10,35,81,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Built-up,14,5,13,0,5,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Water,111,11,119,13,0,127,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Forest,94,31,87,26,40,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R,Permanent_ice_and_snow,7,0,12,0,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Grassland,0,0,0,0,10,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Cropland,0,0,0,0,22,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Wetland,0,0,0,0,35,0,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Bareland,0,0,0,0,101,0,0,47,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Built-up,0,0,0,0,6,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Water,0,0,0,0,0,0,0,132,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Forest,0,0,0,0,112,0,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Water,48,22,35,32,0,72,57,0,108,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Cropland,24,0,9,12,0,29,0,0,35,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Wetland,0,0,1,0,0,3,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Bareland,41,24,0,34,6,45,32,0,63,13,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Built-up,9,4,3,0,1,7,1,0,16,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Forest,55,37,35,33,13,0,36,0,87,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Grassland,0,4,3,3,0,9,4,0,15,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,Permanent_ice_and_snow,6,1,0,1,0,6,0,0,12,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Water,0,3,78,18,0,52,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Grassland,0,4,10,10,10,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Wetland,0,2,25,11,26,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Forest,0,15,49,42,71,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Built-up,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Cropland,0,0,19,12,27,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Bareland,0,1,0,10,60,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,Permanent_ice_and_snow,0,0,8,2,12,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,14,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Water,0,0,0,0,0,0,57,0,0,0,18,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Bareland,0,0,0,0,6,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Built-up,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Forest,0,0,0,0,13,0,36,0,0,0,12,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Water,5,31,47,0,0,64,6,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Wetland,7,24,14,0,13,24,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Bareland,3,31,0,0,21,23,0,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Built-up,1,5,4,0,1,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Forest,16,30,26,0,25,0,6,0,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Grassland,0,11,6,0,6,9,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
