Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Grassland,0,19,6,3,6,16,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Cropland,44,15,30,4,7,30,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Wetland,119,0,56,1,72,81,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Built-up,25,12,21,0,13,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Water,177,137,145,15,0,145,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Forest,98,58,55,21,52,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Bareland,77,38,0,12,50,54,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R,Permanent_ice_and_snow,17,3,12,4,1,13,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Grassland,0,7,0,0,3,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Cropland,0,2,0,0,1,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Built-up,0,2,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Forest,0,31,0,0,19,0,0,124,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Wetland,0,0,0,0,17,0,0,191,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Water,0,56,0,0,0,0,0,152,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Bareland,0,20,0,0,14,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Grassland,0,0,0,0,20,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Cropland,0,0,0,0,11,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Wetland,0,0,0,0,117,0,0,0,45,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,Built-up,0,0,0,0,21,0,0,0,10,0,0
