Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Shrubland,3,1,2,2,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Grassland,0,9,18,6,9,23,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Cropland,53,0,18,22,11,41,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Wetland,59,15,0,12,1,32,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Bareland,23,5,1,0,6,13,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Built-up,16,7,2,6,0,13,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Water,114,31,48,42,1,77,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Forest,90,29,49,21,24,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R,Permanent_ice_and_snow,4,0,1,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Grassland,0,0,9,0,0,0,5,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Cropland,0,0,7,0,0,0,5,28,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Forest,0,0,34,0,0,0,19,93,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Wetland,0,0,0,0,0,0,2,49,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Water,0,0,32,0,0,0,0,25,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Bareland,0,0,0,0,0,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Cropland,0,0,0,0,0,0,19,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Wetland,0,0,0,0,0,0,39,0,21,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Built-up,0,0,0,0,0,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Water,0,0,0,0,0,0,0,0,86,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Forest,0,0,0,0,0,0,45,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,Grassland,0,0,0,0,0,0,13,0,7,0,0,0
