Dataset,MajorityClass,Wetland,Grassland,Bareland,Water,Forest,Built-up,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Shrubland,5,0,2,7,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Wetland,0,108,43,296,19,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Cropland,7,1,4,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Bareland,7,3,0,22,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Built-up,39,18,78,25,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Grassland,0,0,0,76,0,0,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Wetland,0,0,0,414,0,0,0,0,205,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Water,0,0,0,0,0,0,0,0,346,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Bareland,0,0,0,6,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Forest,0,0,0,189,0,0,0,0,121,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Built-up,0,0,0,21,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,Cropland,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Grassland,22,0,73,10,68,47,73,0,0,18,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Forest,152,206,238,82,0,106,169,0,0,58,24
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Wetland,0,88,156,39,104,27,87,0,0,21,8
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Bareland,3,9,0,0,12,13,25,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Water,311,116,280,0,189,29,162,0,0,7,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Built-up,3,34,22,17,30,0,47,0,0,9,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,Cropland,0,0,3,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Bareland,2,0,0,3,2,55,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Water,268,0,63,0,178,75,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Grassland,58,0,0,28,63,86,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Built-up,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Forest,180,0,2,199,0,231,0,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Wetland,0,0,10,159,167,54,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,Cropland,0,0,0,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Wetland,0,176,13,178,481,0,0,0,0,52,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Forest,1,46,0,21,0,0,0,0,0,16,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Water,55,122,60,0,523,0,0,0,0,25,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Bareland,0,2,0,3,13,0,0,0,0,3,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Built-up,0,3,1,2,52,0,0,0,0,1,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,Grassland,1,0,3,8,133,0,0,0,0,4,0
