Dataset,MajorityClass,Wetland,Grassland,Bareland,Water,Forest,Built-up,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Non_Wetland,3,1,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Grassland,197,0,55,92,36,12,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Water,608,35,44,0,32,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Forest,633,197,144,348,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Shrubland,4,2,3,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Cropland,7,2,0,6,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Wetland,0,43,29,294,14,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Bareland,21,14,0,14,4,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,Built-up,62,33,73,31,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Non_Wetland,0,2,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Grassland,2,0,0,5,118,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Wetland,0,602,1,179,431,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Water,132,568,22,0,415,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Shrubland,0,11,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Bareland,0,41,0,13,46,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Cropland,0,11,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Built-up,0,116,10,12,120,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R,Forest,9,384,2,79,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Grassland,22,0,0,10,0,0,0,339,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Wetland,0,0,0,39,0,0,0,580,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Forest,152,0,0,82,0,0,0,937,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Water,311,0,0,0,0,0,0,530,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Shrubland,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Cropland,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Bareland,3,0,0,0,0,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,Built-up,3,0,0,17,0,0,0,93,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Non_Wetland,4,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Forest,493,328,219,232,0,82,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Grassland,191,0,63,92,2,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,Water,452,118,96,0,37,74,0,0,0,0,0
