Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Shrubland,3,1,3,1,1,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Grassland,0,10,2,1,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Cropland,41,0,21,3,2,8,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Lichens_and_Mosses,2,1,1,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Bareland,66,31,0,20,35,7,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Built-up,9,7,7,0,4,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Water,46,4,44,0,0,1,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Forest,30,8,1,0,3,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Wetland,39,6,8,0,16,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R,Permanent_ice_and_snow,2,0,3,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Cropland,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Bareland,0,0,0,0,62,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Built-up,0,0,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Grassland,0,0,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Wetland,0,0,0,0,20,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Water,0,0,0,0,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Permanent_ice_and_snow,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,Forest,0,0,0,0,5,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Grassland,0,0,0,0,0,0,2,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Bareland,0,0,0,0,8,0,32,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Water,0,0,0,0,0,0,26,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Cropland,0,0,0,0,0,0,5,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Wetland,0,0,0,0,1,0,0,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,Forest,0,0,0,0,0,0,1,0,14,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Water,7,1,27,12,0,2,26,0,0,39,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Cropland,15,0,26,13,0,5,5,0,0,23,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Bareland,25,16,0,32,8,5,32,0,0,52,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Built-up,5,4,8,0,0,0,0,0,0,9,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Grassland,0,7,8,3,0,8,2,0,0,10,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Wetland,5,0,6,2,1,5,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,2,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,Forest,6,6,8,3,0,0,1,0,0,23,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Grassland,0,12,6,5,5,6,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Bareland,0,29,0,26,23,1,8,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Water,0,2,23,1,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Cropland,0,0,8,13,3,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Wetland,0,3,6,1,5,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,Forest,0,4,1,3,4,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Cropland,4,0,9,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Wetland,8,6,16,0,14,9,0,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Bareland,1,17,0,0,13,2,0,0,0,0,0,15
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Grassland,0,5,7,0,3,5,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Built-up,0,6,9,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,Water,0,1,22,0,0,11,2,0,0,0,0,6
