Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Grassland,510,217,289,144,124,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Non_Wetland,10,1,2,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Forest,0,168,341,102,116,81,776,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Shrubland,102,32,77,12,20,2,168,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Cropland,458,0,72,97,123,4,563,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Wetland,505,26,0,31,4,74,397,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Bareland,110,38,8,0,57,12,206,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Built-up,156,59,1,45,0,4,207,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Water,731,21,330,169,8,0,523,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LQL_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Non_Wetland,2,0,11,1,0,0,4,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Shrubland,28,0,43,25,5,10,87,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Grassland,257,0,351,218,51,82,0,341,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Cropland,232,0,225,207,61,16,722,239,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Wetland,131,0,0,8,1,166,491,199,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Bareland,73,0,55,0,17,26,207,33,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Built-up,38,0,7,171,0,7,161,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Forest,0,0,624,282,69,211,1086,572,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Water,175,0,266,40,9,0,723,127,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQL_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Shrubland,0,0,0,0,0,0,0,0,178,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Wetland,0,0,0,0,0,19,0,0,496,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Grassland,0,0,138,0,0,73,0,0,1022,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Forest,0,0,400,0,0,162,0,0,1444,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Bareland,0,0,30,0,0,8,0,0,81,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Water,0,0,398,0,0,0,0,0,431,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Cropland,0,0,28,0,0,9,0,0,478,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Built-up,0,0,6,0,0,0,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Grassland,56,243,436,522,80,155,0,361,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Non_Wetland,0,1,12,2,0,2,2,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Wetland,44,37,0,111,0,417,349,187,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Forest,0,219,685,732,45,432,1036,623,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Bareland,0,40,21,0,11,12,78,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Shrubland,2,18,60,69,5,13,63,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Water,78,19,409,282,11,0,296,114,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Built-up,6,37,31,219,0,8,154,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Cropland,22,0,199,461,108,33,462,172,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQL_M_R,Permanent_ice_and_snow,0,0,1,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Shrubland,0,0,0,0,0,5,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Grassland,0,0,0,0,0,111,0,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Bareland,0,0,0,0,0,24,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Cropland,0,0,0,0,0,11,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Wetland,0,0,0,0,0,159,0,0,0,249,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Water,0,0,0,0,0,0,0,0,0,365,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Forest,0,0,0,0,0,176,0,0,0,164,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQL_M_R,Built-up,0,0,0,0,0,7,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Grassland,334,413,138,133,198,73,0,529,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Wetland,122,25,0,29,1,19,106,140,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Bareland,53,125,30,0,160,8,143,138,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Forest,0,471,400,234,217,162,558,639,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Cropland,205,0,28,26,163,9,322,415,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Built-up,37,107,6,3,0,0,118,110,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Water,244,155,398,88,47,0,193,331,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Shrubland,19,11,0,2,5,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQL_M_R,Permanent_ice_and_snow,0,1,0,0,2,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Shrubland,39,106,9,0,53,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Grassland,322,1171,44,24,264,176,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Forest,0,655,136,5,352,457,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Wetland,213,445,0,10,18,257,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Bareland,32,202,0,0,101,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Built-up,8,46,0,11,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Water,88,213,53,13,17,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQL_M_R,Cropland,76,0,0,11,88,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Forest,0,142,33,71,0,76,133,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Shrubland,112,38,8,41,0,14,54,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Wetland,639,47,0,63,0,188,213,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Cropland,197,0,15,200,0,24,154,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Bareland,47,40,2,0,0,8,16,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Built-up,124,86,0,37,0,3,14,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Water,492,10,100,56,0,0,42,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQL_M_R,Grassland,471,235,69,198,0,147,0,0,0,0,0,26
