Dataset,MajorityClass,Grassland,Bareland,Water,Forest,Cropland,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Bareland,10,0,10,125,432,162,16,381,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Built-up,40,29,1,91,234,0,0,187,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Forest,245,99,167,0,833,203,345,809,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Cropland,60,12,1,221,0,92,0,333,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Water,22,95,0,590,599,67,429,648,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Shrubland,28,15,0,71,87,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Wetland,2,1,38,163,87,3,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Permanent_ice_and_snow,1,1,0,24,70,1,0,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Grassland,0,16,164,371,538,277,95,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Shrubland,0,3,116,181,146,93,88,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Forest,0,10,661,0,359,347,426,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Bareland,0,0,137,96,210,173,32,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Built-up,0,3,8,8,63,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Water,0,20,0,186,83,13,238,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Cropland,0,2,15,82,0,118,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Wetland,0,0,133,83,7,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,Permanent_ice_and_snow,0,2,0,21,4,27,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Forest,190,89,351,0,161,0,72,0,0,0,0,94
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Shrubland,148,68,158,292,87,0,77,0,0,0,0,60
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Cropland,119,99,47,130,0,0,13,0,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Bareland,7,0,74,120,45,0,12,0,0,0,0,111
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Built-up,43,72,92,228,108,0,2,0,0,0,0,30
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Water,60,62,0,637,5,0,124,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Wetland,72,6,141,280,0,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,Grassland,0,150,189,311,134,0,85,0,0,0,0,103
