Dataset,MajorityClass,Grassland,Bareland,Water,Forest,Cropland,Built-up,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Shrubland,359,112,22,186,73,61,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Non_Wetland,0,0,0,0,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Grassland,0,103,37,279,182,87,116,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Bareland,462,0,36,80,37,67,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Built-up,278,115,1,168,59,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Forest,1046,183,200,0,161,120,523,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Cropland,456,204,10,268,0,98,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Water,1042,261,0,511,94,19,630,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Non_Water,1,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Wetland,186,10,77,121,20,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R,Permanent_ice_and_snow,43,16,0,10,5,5,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Non_Wetland,3,0,1,2,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Shrubland,109,38,32,53,0,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Grassland,0,47,120,166,0,116,0,409,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Cropland,498,95,62,141,0,164,0,341,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Bareland,225,0,220,114,0,106,0,123,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Built-up,192,50,29,44,0,0,0,138,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Water,384,106,0,567,0,38,0,891,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Forest,716,246,357,0,0,198,0,1361,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Non_Water,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Wetland,103,15,132,300,0,3,0,473,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,Permanent_ice_and_snow,28,9,7,7,0,8,0,33,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Non_Wetland,2,2,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Grassland,0,205,37,61,122,64,0,427,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Bareland,268,0,62,0,12,44,0,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Forest,968,655,261,0,125,97,0,1474,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Built-up,251,235,9,2,20,0,0,128,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Non_Water,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Water,511,493,0,317,8,7,0,870,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Shrubland,134,106,25,19,13,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Cropland,508,316,20,50,0,138,0,306,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Wetland,176,81,133,143,0,0,0,409,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,Permanent_ice_and_snow,44,40,0,0,0,4,0,29,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Shrubland,0,0,0,0,0,0,0,0,281,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Grassland,0,0,24,0,0,0,33,0,292,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Water,0,0,0,0,0,0,429,0,445,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Cropland,0,0,1,0,0,0,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Built-up,0,0,1,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Forest,0,0,167,0,0,0,345,0,820,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Wetland,0,0,38,0,0,0,0,0,470,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Bareland,0,0,10,0,0,0,16,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Grassland,0,0,181,0,0,0,0,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Shrubland,0,0,128,0,0,0,0,0,0,62,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Forest,0,0,631,0,0,0,0,0,0,303,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Bareland,0,0,136,0,0,0,0,0,0,79,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Water,0,0,0,0,0,0,0,0,0,610,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Built-up,0,0,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Cropland,0,0,44,0,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Wetland,0,0,280,0,0,0,0,0,0,141,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,Grassland,0,66,24,442,593,164,33,553,0,0,17,0
