Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Shrubland,3,1,2,1,3,2,2,1,3,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Grassland,0,11,9,3,12,13,8,0,20,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Cropland,36,0,2,0,25,25,7,0,32,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Wetland,20,0,0,0,4,0,10,2,5,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Bareland,81,22,4,2,0,28,44,26,46,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Built-up,12,7,0,0,7,0,5,0,8,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Water,129,22,26,5,119,19,0,43,75,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Permanent_ice_and_snow,32,2,0,2,33,4,9,0,11,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R,Forest,61,26,13,6,46,31,18,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Shrubland,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Grassland,0,0,2,0,0,0,2,0,0,14,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Forest,0,0,6,0,0,0,10,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Wetland,0,0,0,0,0,0,1,0,0,31,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Water,0,0,36,0,0,0,0,0,0,23,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Bareland,0,0,14,0,0,0,13,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,8,0,0,6,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,Cropland,0,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Grassland,0,0,0,0,0,0,16,0,0,0,5,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Cropland,0,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Wetland,0,0,0,0,0,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Bareland,0,0,0,0,0,0,73,0,0,0,23,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Water,0,0,0,0,0,0,0,0,0,0,69,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Forest,0,0,0,0,0,0,52,0,0,0,11,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,9,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Water,54,40,36,0,70,26,0,22,57,0,0,130
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Cropland,32,0,0,0,26,19,0,0,24,0,0,47
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Wetland,1,2,0,0,2,0,1,0,7,0,0,18
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Bareland,48,43,14,0,0,39,28,17,29,0,0,84
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Built-up,9,7,0,0,6,0,0,0,8,0,0,12
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Permanent_ice_and_snow,11,8,0,0,20,4,17,0,5,0,0,40
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Forest,41,51,6,0,42,19,14,1,0,0,0,79
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,Grassland,0,21,2,0,9,7,2,0,18,0,0,31
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Grassland,0,17,4,0,16,19,17,3,19,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Bareland,0,21,12,0,0,20,49,16,20,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Built-up,0,3,0,0,3,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Forest,0,18,2,0,32,26,43,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Water,0,4,20,0,82,10,0,26,52,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Cropland,0,0,2,0,22,27,9,0,15,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Permanent_ice_and_snow,0,1,6,0,19,5,14,0,11,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,Wetland,0,0,0,0,3,0,4,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Cropland,5,0,0,0,7,0,1,0,8,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Wetland,1,0,0,0,3,0,7,2,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Bareland,4,8,0,0,0,0,19,18,12,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Built-up,5,10,0,0,9,0,4,0,6,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Water,12,1,6,0,55,0,0,34,49,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Forest,15,13,0,0,11,0,16,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Grassland,0,6,1,0,9,0,6,4,8,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,Permanent_ice_and_snow,0,0,0,0,9,0,10,0,2,0,0,0
