Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUB_M_R
7808,Forest,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
7809,Forest,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Wetland
7810,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7811,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
7812,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7813,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7814,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
7815,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
7816,Forest,Water,Water,NULL,Water,NULL,Water,Water
7817,Forest,Water,Water,NULL,Water,NULL,Water,Forest
7818,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
7819,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
7820,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
7821,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
7822,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
7823,Forest,Water,Water,NULL,Water,Water,Wetland,Water
7824,Forest,Water,Water,NULL,Water,Water,Built-up,Water
7825,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
7826,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7827,Forest,Water,Water,Water,Water,NULL,NULL,Forest
7828,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
7829,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
7830,Forest,Water,Water,Water,Water,NULL,Water,Wetland
7831,Forest,Water,Water,Water,Water,NULL,Water,Water
7832,Forest,Water,Water,Water,Water,NULL,Water,Forest
7833,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
7834,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
7835,Forest,Water,Water,Water,Water,Wetland,Water,Water
7836,Forest,Water,Water,Water,Water,Wetland,Water,Forest
7837,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
7838,Forest,Water,Water,Water,Water,Water,Wetland,Water
7839,Forest,Water,Water,Water,Water,Water,Water,Wetland
7840,Forest,Water,Water,Water,Water,Water,Water,Water
7841,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7842,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7843,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7844,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7845,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7846,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7847,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7848,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
7849,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7850,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7851,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7852,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7853,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7854,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7855,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7856,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7857,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7858,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7859,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
7860,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7861,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7862,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7863,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7864,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Wetland
7865,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7866,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7867,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7868,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7869,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7870,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
7871,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7872,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7873,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7874,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7875,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7876,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7877,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7878,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7879,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7880,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7881,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7882,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7883,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7884,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7885,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7886,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7887,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
7888,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
7889,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7890,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7891,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7892,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7893,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
7894,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7895,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7897,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7898,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7899,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7900,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7901,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7902,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7903,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7904,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
7905,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7906,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7907,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7908,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7909,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
7910,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7911,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7912,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7913,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7914,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
7915,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7917,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7918,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7919,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7920,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7921,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7922,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7923,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7924,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7925,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7926,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7927,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7928,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7929,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7930,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7931,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7932,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7933,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7934,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7935,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7936,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7937,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7938,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7939,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
7940,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
7941,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7942,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7943,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7944,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7945,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7946,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7947,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
7948,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7949,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7950,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
7951,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
7952,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7953,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7954,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7955,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7956,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
7957,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7958,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
7959,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7960,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7961,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7962,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7963,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7964,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7965,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7966,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
7967,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7968,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7969,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7970,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7971,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
7972,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7973,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7974,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7975,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7976,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7977,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7978,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,Water,Wetland
7979,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7980,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
7981,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7982,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
7983,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
7984,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
7985,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
7986,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7987,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
7988,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
7989,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
7990,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
7991,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
7992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7993,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7994,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7995,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7996,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7997,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7998,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7999,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8003,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8006,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8007,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8008,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8009,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8010,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8011,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8012,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8013,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8014,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8015,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8016,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8017,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8018,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8019,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8020,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8021,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8022,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8023,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8024,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8025,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8026,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8027,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8028,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
8032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
8033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8035,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8036,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8037,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8038,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8039,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8040,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8041,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8042,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8043,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8044,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8045,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8046,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8047,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8048,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8049,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8050,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8051,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
8052,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8053,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8054,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8055,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8059,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8070,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8071,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8072,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8073,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
8074,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8075,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8076,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8077,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8078,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8079,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8080,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8081,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8082,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
8083,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8084,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8085,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8086,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8087,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
8088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8094,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8095,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8096,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8097,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8098,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8099,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8100,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8101,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8102,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8103,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8104,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8105,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8106,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
8107,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8108,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8109,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8110,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8111,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8112,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8113,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8114,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8115,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8116,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8117,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8118,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8119,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8120,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8121,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8122,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8123,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8124,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8125,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8126,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8127,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8128,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8129,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8130,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8131,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8132,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8133,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8134,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8135,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8136,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8137,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8138,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8139,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8140,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8141,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8142,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8143,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8144,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
8145,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
8146,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
