,WorldCover_2021,ESRI_Annual_LULC_2024,GLC_FCS30D_2022,GWL_FCS30D_2022,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id,MapBiomas_Collection10_2024,MapBiomas_10mbeta_2023
1152,16718,11070,17895,20557,8878,16000,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R': 16000, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R': 11070, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R': 17895, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R': 8878, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R': 20557, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R': 17243, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R': 17722, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R': 16718}",23LMC,17722.0,17243.0
1153,10446,6806,10940,12772,3547,8969,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R': 8969, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R': 6806, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R': 10940, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R': 3547, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R': 12772, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R': 11066, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R': 10955, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R': 10446}",23LMK,10955.0,11066.0
1154,5961,4767,6204,7401,732,5355,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R': 5355, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R': 4767, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R': 6204, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R': 732, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LML_M_R': 7401, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R': 6341, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LML_M_R': 5627, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LML_M_R': 5961}",23LML,5627.0,6341.0
1155,13778,9902,13950,16855,6031,12632,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LND_M_R': 12632, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LND_M_R': 9902, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LND_M_R': 13950, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LND_M_R': 6031, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LND_M_R': 16855, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LND_M_R': 13780, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LND_M_R': 13581, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LND_M_R': 13778}",23LND,13581.0,13780.0
1156,15994,12307,15789,19037,6531,14728,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R': 14728, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R': 12307, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R': 15789, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R': 6531, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R': 19037, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R': 14770, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R': 14327, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R': 15994}",23LPD,14327.0,14770.0
1157,10671,7866,11082,13535,2879,9683,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNE_M_R': 9683, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNE_M_R': 7866, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNE_M_R': 11082, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNE_M_R': 2879, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNE_M_R': 13535, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNE_M_R': 10722, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNE_M_R': 11023, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNE_M_R': 10671}",23LNE,11023.0,10722.0
1158,18468,12676,18834,22480,9810,17127,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R': 17127, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R': 12676, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R': 18834, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R': 9810, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R': 22480, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R': 18775, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R': 18881, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R': 18468}",23LNC,18881.0,18775.0
1159,15429,11891,15281,18698,6528,14501,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPC_M_R': 14501, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPC_M_R': 11891, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPC_M_R': 15281, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPC_M_R': 6528, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPC_M_R': 18698, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPC_M_R': 14564, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPC_M_R': 15012, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPC_M_R': 15429}",23LPC,15012.0,14564.0
1160,11510,8121,11782,14359,2429,9835,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R': 9835, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R': 8121, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R': 11782, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R': 2429, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R': 14359, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R': 11452, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R': 11398, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R': 11510}",23LNF,11398.0,11452.0
1161,20569,14030,20244,24293,11889,18788,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R': 18788, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R': 14030, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R': 20244, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R': 11889, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R': 24293, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R': 18705, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R': 19512, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R': 20569}",23LPE,19512.0,18705.0
1162,14937,9668,14942,17729,8273,13033,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R': 13033, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R': 9668, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R': 14942, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R': 8273, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R': 17729, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R': 13245, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R': 12687, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R': 14937}",23LPG,12687.0,13245.0
1163,15258,10427,15360,18268,7089,13567,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R': 13567, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R': 10427, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R': 15360, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R': 7089, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R': 18268, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R': 13501, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R': 14944, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R': 15258}",23LNH,14944.0,13501.0
1164,16188,11280,16407,19760,6125,14635,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R': 14635, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R': 11280, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R': 16407, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R': 6125, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R': 19760, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R': 15319, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R': 16105, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R': 16188}",23LNG,16105.0,15319.0
1165,9208,6005,9238,11208,2727,8027,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R': 8027, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R': 6005, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R': 9238, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R': 2727, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R': 11208, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R': 9187, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R': 9043, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R': 9208}",23LNL,9043.0,9187.0
1166,10901,6560,10916,13424,4895,10164,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R': 10164, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R': 6560, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R': 10916, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R': 4895, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R': 13424, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R': 10802, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R': 10249, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R': 10901}",23LNJ,10249.0,10802.0
1167,19197,12497,18939,22595,9932,16872,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R': 16872, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R': 12497, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R': 18939, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R': 9932, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R': 22595, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R': 17435, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R': 16606, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R': 19197}",23LPF,16606.0,17435.0
1168,6586,4284,6761,8277,1794,5809,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPJ_M_R': 5809, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPJ_M_R': 4284, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPJ_M_R': 6761, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPJ_M_R': 1794, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPJ_M_R': 8277, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPJ_M_R': 6319, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPJ_M_R': 6014, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPJ_M_R': 6586}",23LPJ,6014.0,6319.0
1169,13736,8396,13572,16300,6447,12039,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNK_M_R': 12039, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNK_M_R': 8396, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNK_M_R': 13572, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNK_M_R': 6447, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNK_M_R': 16300, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNK_M_R': 13741, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNK_M_R': 13659, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LNK_M_R': 13736}",23LNK,13659.0,13741.0
1170,18722,12336,18627,22126,11172,16486,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R': 16486, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R': 12336, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R': 18627, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R': 11172, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R': 22126, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R': 16706, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R': 16649, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R': 18722}",23LPH,16649.0,16706.0
1171,7752,4444,8087,9631,2717,6609,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQG_M_R': 6609, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQG_M_R': 4444, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQG_M_R': 8087, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQG_M_R': 2717, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQG_M_R': 9631, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQG_M_R': 7186, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQG_M_R': 7287, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQG_M_R': 7752}",23LQG,7287.0,7186.0
1172,10712,6836,10860,13123,3809,9473,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQF_M_R': 9473, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQF_M_R': 6836, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQF_M_R': 10860, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQF_M_R': 3809, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQF_M_R': 13123, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQF_M_R': 9695, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQF_M_R': 10038, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQF_M_R': 10712}",23LQF,10038.0,9695.0
1173,6409,3229,6436,7937,1815,5136,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPK_M_R': 5136, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPK_M_R': 3229, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPK_M_R': 6436, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPK_M_R': 1815, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPK_M_R': 7937, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPK_M_R': 6453, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPK_M_R': 5563, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPK_M_R': 6409}",23LPK,5563.0,6453.0
1174,6502,3815,6820,8092,1914,5503,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R': 5503, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R': 3815, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R': 6820, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R': 1914, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R': 8092, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R': 6573, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R': 5930, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R': 6502}",23LPL,5930.0,6573.0
1175,16220,11981,14976,18345,5504,14494,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R': 14494, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R': 11981, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R': 14976, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R': 5504, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R': 18345, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R': 14224, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R': 15907, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R': 16220}",23LQC,15907.0,14224.0
1176,18877,13833,18558,22588,7844,17753,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R': 17753, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R': 13833, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R': 18558, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R': 7844, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R': 22588, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R': 17366, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R': 18134, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R': 18877}",23LQE,18134.0,17366.0
1177,13161,8619,10701,13186,3869,10284,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQS_M_R': 10284, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQS_M_R': 8619, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQS_M_R': 10701, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQS_M_R': 3869, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQS_M_R': 13186, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQS_M_R': 9249, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQS_M_R': 9646, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KQS_M_R': 13161}",23KQS,9646.0,9249.0
1178,14137,10787,13919,17024,5071,13401,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQD_M_R': 13401, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQD_M_R': 10787, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQD_M_R': 13919, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQD_M_R': 5071, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQD_M_R': 17024, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQD_M_R': 13113, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQD_M_R': 13499, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQD_M_R': 14137}",23LQD,13499.0,13113.0
1179,12612,7930,10282,12708,3479,9658,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R': 9658, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R': 7930, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R': 10282, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R': 3479, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R': 12708, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R': 9417, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R': 9196, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R': 12612}",23KQT,9196.0,9417.0
1180,12699,7942,13253,15716,7286,10796,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R': 10796, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R': 7942, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R': 13253, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R': 7286, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R': 15716, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R': 12207, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R': 11487, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R': 12699}",23LQH,11487.0,12207.0
1181,18126,11541,15424,18458,6422,14136,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R': 14136, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R': 11541, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R': 15424, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R': 6422, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R': 18458, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R': 14087, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R': 14569, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KQU_M_R': 18126}",23KQU,14569.0,14087.0
1182,21025,14475,21465,25271,15556,18778,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQJ_M_R': 18778, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQJ_M_R': 14475, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQJ_M_R': 21465, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQJ_M_R': 15556, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQJ_M_R': 25271, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQJ_M_R': 20109, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQJ_M_R': 18221, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQJ_M_R': 21025}",23LQJ,18221.0,20109.0
1183,10681,6174,9122,11135,2892,8370,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R': 8370, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R': 6174, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R': 9122, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R': 2892, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R': 11135, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R': 8425, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R': 8915, 'AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R': 10681}",23KQV,8915.0,8425.0
1184,9953,5831,10315,12422,4109,8117,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQL_M_R': 8117, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQL_M_R': 5831, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQL_M_R': 10315, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQL_M_R': 4109, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQL_M_R': 12422, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQL_M_R': 9886, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQL_M_R': 8725, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQL_M_R': 9953}",23LQL,8725.0,9886.0
1185,12848,7543,12516,15209,8443,10646,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R': 10646, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R': 7543, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R': 12516, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R': 8443, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R': 15209, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R': 12077, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R': 9951, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R': 12848}",23LQK,9951.0,12077.0
1186,13470,8735,12767,15560,4682,11782,"{'AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R': 11782, 'AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R': 8735, 'AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R': 12767, 'AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R': 4682, 'AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R': 15560, 'AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R': 11907, 'AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R': 13068, 'AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R': 13470}",23LRD,13068.0,11907.0
