Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,Water,0,47,0,0,0,0,0,43,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,Wetland,0,0,0,0,5,0,0,32,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Grassland,0,0,0,0,22,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Cropland,0,0,0,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Wetland,0,0,0,0,52,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Built-up,0,0,0,0,2,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Water,0,0,0,0,0,0,0,0,79,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Forest,0,0,0,0,77,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,Bareland,0,0,0,0,26,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Water,40,47,38,21,0,44,18,0,0,26,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Cropland,19,0,3,12,0,12,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Built-up,7,0,2,0,0,5,5,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Forest,49,32,38,23,15,0,35,0,0,41,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Grassland,0,8,11,4,1,21,12,0,0,12,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Wetland,5,0,5,0,5,13,2,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Bareland,12,18,0,8,4,7,4,0,0,14,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,Permanent_ice_and_snow,1,0,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Grassland,0,11,0,7,16,11,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Built-up,0,0,0,0,0,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Forest,0,31,1,20,46,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Cropland,0,0,0,10,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Wetland,0,0,9,2,34,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Bareland,0,2,0,4,10,6,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,Water,0,33,21,1,0,34,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Cropland,3,0,2,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Water,17,19,40,0,0,72,9,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Wetland,26,0,19,0,32,45,8,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Built-up,2,0,5,0,1,7,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Forest,16,4,8,0,15,0,10,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Grassland,0,4,4,0,3,9,6,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,Bareland,0,0,0,0,2,5,1,0,0,0,0,0
