Dataset,MajorityClass,Grassland,Forest,Cropland,Built-up,Wetland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,Permanent_ice_and_snow,1,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Grassland,0,42,183,29,381,351,41,159,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Non_Wetland,2,0,0,0,16,2,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Forest,781,0,208,48,635,660,236,574,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Wetland,121,5,25,0,0,30,194,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Bareland,118,3,73,6,31,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Water,193,24,4,0,378,289,0,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Shrubland,70,5,20,11,34,72,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Built-up,159,7,53,0,15,215,0,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Cropland,572,47,0,114,154,573,13,162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,Permanent_ice_and_snow,0,0,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Grassland,0,0,0,0,63,0,77,0,689,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Wetland,0,0,0,0,0,0,25,0,362,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Forest,0,0,0,0,198,0,155,0,1130,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Shrubland,0,0,0,0,0,0,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Bareland,0,0,0,0,7,0,36,0,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Cropland,0,0,0,0,4,0,40,0,370,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Water,0,0,0,0,215,0,0,0,337,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Built-up,0,0,0,0,1,0,9,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Grassland,0,0,0,0,0,0,77,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Bareland,0,0,0,0,0,0,46,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Wetland,0,0,0,0,0,0,83,0,0,130,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Built-up,0,0,0,0,0,0,3,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Water,0,0,0,0,0,0,0,0,0,225,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Forest,0,0,0,0,0,0,128,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Cropland,0,0,0,0,0,0,16,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,Shrubland,0,0,0,0,0,0,9,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Grassland,0,301,416,153,63,78,77,581,0,0,56,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Forest,236,0,506,166,198,134,155,736,0,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Wetland,34,96,25,2,0,29,25,106,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Bareland,68,80,259,153,7,0,36,294,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Cropland,193,241,0,214,4,9,40,547,0,0,48,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Built-up,12,22,158,0,1,4,9,186,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Water,54,182,117,24,215,52,0,235,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Shrubland,4,11,15,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Grassland,0,262,935,169,6,10,69,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Forest,0,0,691,267,46,2,227,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Shrubland,0,69,113,69,0,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Wetland,0,151,189,3,0,0,120,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Bareland,0,74,286,153,1,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Built-up,0,15,64,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Water,0,85,174,31,30,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Cropland,0,152,0,168,0,8,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Wetland,158,444,12,0,0,25,115,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Forest,147,0,200,0,13,98,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Shrubland,53,135,78,0,0,35,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Cropland,193,246,0,0,4,236,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Bareland,24,97,51,0,9,0,35,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Built-up,32,102,106,0,0,61,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Water,46,342,12,0,56,17,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,Grassland,0,337,170,0,28,183,92,0,0,0,0,10
