Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Grassland,497,39,84,105,15,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Non_Wetland,6,0,0,0,0,1,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Forest,0,95,45,74,0,59,941,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Cropland,94,0,14,24,0,0,135,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Wetland,681,0,54,34,0,116,961,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Bareland,140,0,0,67,2,51,397,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Built-up,201,0,90,0,2,7,263,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Water,1057,330,243,100,0,0,1302,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Shrubland,34,0,9,15,0,1,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R,Permanent_ice_and_snow,3,0,6,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Non_Wetland,1,6,0,0,0,1,4,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Grassland,190,200,148,83,0,198,0,134,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Cropland,34,5,20,10,0,7,129,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Bareland,52,37,0,44,0,193,365,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Built-up,34,32,119,0,0,111,152,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Forest,0,545,147,110,0,579,915,127,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Water,428,457,77,73,0,0,831,52,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Shrubland,3,12,9,7,0,12,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Wetland,196,0,56,18,0,419,607,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,Permanent_ice_and_snow,1,0,0,0,0,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Grassland,0,176,0,0,0,33,0,0,853,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Wetland,0,0,0,0,0,29,0,0,620,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Forest,0,320,0,0,0,133,0,0,1520,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Water,0,721,0,0,0,0,0,0,1151,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Shrubland,0,0,0,0,0,0,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Bareland,0,155,0,0,0,3,0,0,73,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Built-up,0,61,0,0,0,2,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,Cropland,0,5,0,0,0,0,0,0,21,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Non_Wetland,0,8,2,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Bareland,1,17,0,26,144,153,53,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Forest,0,730,678,48,73,322,810,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Grassland,94,327,498,71,151,103,0,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Built-up,7,56,292,0,50,57,174,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Water,128,843,484,31,41,0,527,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Shrubland,0,16,36,6,8,10,28,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Wetland,71,0,283,4,39,270,367,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Cropland,9,15,93,6,0,3,40,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,Permanent_ice_and_snow,0,0,6,0,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Grassland,0,0,0,0,0,332,0,0,0,69,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Forest,0,0,0,0,0,630,0,0,0,202,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Wetland,0,0,0,0,0,579,0,0,0,221,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Shrubland,0,0,0,0,0,6,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Water,0,0,0,0,0,0,0,0,0,403,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Bareland,0,0,0,0,0,146,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Built-up,0,0,0,0,0,91,0,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Cropland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Grassland,336,176,181,136,7,33,0,424,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Bareland,59,155,0,140,0,3,145,200,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Forest,0,320,332,189,1,133,494,485,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Wetland,172,0,115,13,0,29,58,129,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Built-up,33,61,26,0,0,2,105,162,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Water,489,721,410,160,0,0,264,513,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Cropland,42,5,6,28,0,0,69,91,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,Permanent_ice_and_snow,0,0,1,1,0,0,1,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Grassland,151,382,31,261,408,259,0,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Forest,0,615,2,311,170,587,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Bareland,51,24,0,196,71,67,0,0,0,0,0,2
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Built-up,7,3,11,0,31,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Shrubland,0,1,0,6,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Wetland,71,0,14,150,39,326,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Water,46,589,100,155,32,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Cropland,5,1,0,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,Permanent_ice_and_snow,0,0,0,11,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Forest,0,24,81,0,82,161,98,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Wetland,584,0,85,0,13,512,139,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Built-up,130,2,69,0,80,31,25,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Water,548,49,152,0,11,0,47,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Shrubland,10,0,9,0,4,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Bareland,57,5,0,0,18,30,10,0,0,0,0,55
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Cropland,6,0,23,0,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,Grassland,431,73,159,0,143,235,0,0,0,0,0,27
