Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Shrubland,3,2,3,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Grassland,0,15,11,12,7,19,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Cropland,73,0,33,19,29,53,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Wetland,39,15,3,0,11,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Bareland,41,11,0,10,13,30,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Built-up,18,6,10,0,6,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Water,119,44,64,1,0,93,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Forest,89,41,49,24,34,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R,Permanent_ice_and_snow,10,0,4,0,1,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Grassland,0,0,0,0,24,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Wetland,0,0,0,0,22,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Water,0,0,0,0,0,0,0,110,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Forest,0,0,0,0,74,0,0,39,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Cropland,0,0,0,0,45,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Bareland,0,0,0,0,11,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,Built-up,0,0,0,0,8,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Water,25,47,41,0,0,76,36,0,98,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Cropland,32,0,15,13,9,64,14,0,71,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Wetland,3,5,2,1,0,18,0,0,29,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Bareland,18,23,0,13,0,36,1,0,30,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Built-up,9,13,8,0,1,13,0,0,19,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Forest,38,49,29,12,15,0,22,0,83,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Grassland,0,15,9,4,3,31,2,0,39,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,Permanent_ice_and_snow,2,3,0,0,0,7,0,0,8,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Cropland,0,0,0,0,9,0,14,0,0,20,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Wetland,0,0,0,0,0,0,0,0,0,58,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Forest,0,0,0,0,15,0,22,0,0,28,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Water,0,0,0,0,0,0,36,0,0,18,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Grassland,0,0,0,0,3,0,2,0,0,11,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,Bareland,0,0,0,0,0,0,1,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Water,0,96,4,59,0,25,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Grassland,0,46,4,21,20,23,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Wetland,0,21,0,13,15,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Bareland,0,26,0,26,24,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Built-up,0,3,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Forest,0,63,15,42,52,0,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Cropland,0,0,2,28,23,15,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,Permanent_ice_and_snow,0,2,1,3,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Cropland,16,0,7,0,13,22,14,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Wetland,6,6,1,0,6,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Water,23,36,27,0,0,64,18,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Forest,20,25,14,0,21,0,13,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Built-up,6,6,6,0,5,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Grassland,0,6,6,0,4,8,4,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,Bareland,0,4,0,0,4,9,1,0,0,0,3
