Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFC_M_R
4065,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4066,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4067,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4068,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4069,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4070,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4071,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4072,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4073,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4074,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4075,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4076,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4077,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4078,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4079,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4080,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4081,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4082,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4083,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4084,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4085,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4086,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4087,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4088,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4089,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4090,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,Cropland
4091,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4092,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4093,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4094,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
4095,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4096,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4097,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
4098,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4099,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4100,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4101,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4102,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4103,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
4104,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4105,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4106,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4107,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
4108,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4109,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4110,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4111,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4112,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4113,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4114,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4115,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4116,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4117,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4118,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4119,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4120,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4121,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4122,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4123,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
4124,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4125,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4126,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4127,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4128,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4129,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4130,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4131,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4132,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4133,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4134,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4135,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4136,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4137,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4138,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4139,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4140,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4141,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4142,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4143,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4144,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4145,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4146,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4147,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4148,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
4149,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4150,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4151,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4152,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4153,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4154,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
4155,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4156,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4157,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4158,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4159,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4160,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4161,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4162,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4163,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4164,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4165,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4166,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4167,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4168,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4169,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4170,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4171,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4172,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4173,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4174,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4175,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4176,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4177,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4178,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4179,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4180,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4181,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4182,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
4183,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4184,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4185,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
4186,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4187,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4188,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4189,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4190,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4191,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4192,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4193,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4194,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4195,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4196,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4197,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4198,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4199,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4200,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4201,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4202,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4203,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4204,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4205,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4206,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4207,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4208,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4209,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4210,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4211,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4212,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4213,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4214,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4215,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4216,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4217,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4218,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
4219,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4220,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4221,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4222,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4223,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4224,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4225,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
4226,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4227,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4228,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4229,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4230,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4231,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4232,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
4233,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4234,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
4235,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4236,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4237,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4238,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
4239,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4240,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
4241,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
4242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4244,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4249,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4258,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4259,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
4260,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
4263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4268,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4271,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4272,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4273,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4274,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4275,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4276,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4277,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4278,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4279,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4280,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4281,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4282,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4283,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4284,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4318,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4319,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4320,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4321,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4322,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4327,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4328,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4329,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4330,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4331,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4332,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4333,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4334,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4335,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4336,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4337,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4338,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4339,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4340,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4341,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4342,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4343,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
4344,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4345,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4346,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4347,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4348,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4349,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4350,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4351,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4352,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4353,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4354,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4355,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4356,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4357,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4358,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4359,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4360,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4361,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4362,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4363,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4364,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4365,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4366,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4367,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4368,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4369,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4370,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4371,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4372,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
