Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Shrubland,3,1,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Grassland,0,5,25,2,9,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Cropland,68,4,70,3,29,47,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Wetland,158,0,104,0,82,116,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Bareland,85,3,0,3,43,58,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Built-up,22,1,22,0,9,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Water,217,46,190,7,0,184,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Forest,115,27,93,12,63,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R,Permanent_ice_and_snow,16,0,8,0,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Wetland,0,0,0,0,9,0,257,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Water,0,58,0,0,0,0,144,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Grassland,0,8,0,0,7,0,56,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Bareland,0,18,0,0,12,0,55,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Forest,0,36,0,0,22,0,122,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Cropland,0,0,0,0,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Shrubland,0,0,0,0,3,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Grassland,0,0,0,0,33,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Cropland,0,0,0,0,47,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Wetland,0,0,0,0,132,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Bareland,0,0,0,0,98,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Built-up,0,0,0,0,16,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Water,0,0,0,0,0,0,0,197,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Forest,0,0,0,0,131,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,Water,76,58,23,38,0,120,0,0,160,114,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,Cropland,17,0,0,7,0,33,0,0,62,0,0
