Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Grassland,283,61,87,67,20,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Non_Wetland,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Cropland,114,0,35,25,0,0,196,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Wetland,110,0,31,2,0,37,128,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Bareland,67,18,0,31,0,3,145,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Built-up,70,6,37,0,0,0,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Forest,0,15,46,27,15,48,371,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Water,377,0,122,4,33,0,259,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Shrubland,11,1,4,5,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Grassland,111,0,81,64,72,39,0,34,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Non_Wetland,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Cropland,74,0,23,20,19,0,178,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Bareland,28,0,0,31,10,16,144,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Built-up,14,0,42,0,1,0,70,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Forest,0,0,65,52,286,136,580,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Shrubland,1,0,3,5,2,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Wetland,11,0,7,1,0,66,165,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Water,95,0,16,5,148,0,383,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Grassland,0,0,0,0,92,13,0,0,234,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Wetland,0,0,0,0,0,1,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Shrubland,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Forest,0,0,0,0,166,60,0,0,454,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Bareland,0,0,0,0,12,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Built-up,0,0,0,0,1,1,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Cropland,0,0,0,0,3,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,Water,0,0,0,0,234,0,0,0,191,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Non_Wetland,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Bareland,0,41,0,5,4,4,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Forest,0,117,332,22,261,169,454,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Grassland,50,159,307,56,120,47,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Water,24,11,155,0,201,0,180,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Shrubland,1,8,13,2,2,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Built-up,1,28,108,0,3,2,65,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Wetland,3,11,46,0,0,46,78,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Cropland,5,0,105,12,7,0,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Grassland,0,0,0,0,0,91,0,0,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Wetland,0,0,0,0,0,51,0,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Bareland,0,0,0,0,0,10,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Water,0,0,0,0,0,0,0,0,0,159,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Cropland,0,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Built-up,0,0,0,0,0,1,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,Forest,0,0,0,0,0,119,0,0,0,78,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Grassland,178,19,80,80,92,13,0,310,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Bareland,38,0,0,61,12,0,77,109,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Forest,0,2,151,61,166,60,288,247,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Cropland,89,0,18,40,3,0,105,143,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Wetland,8,0,5,0,0,1,1,4,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Built-up,19,0,6,0,1,1,58,69,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,Water,114,0,124,25,234,0,94,137,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Grassland,167,420,7,123,11,122,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Forest,0,178,2,87,14,257,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Bareland,13,107,0,38,0,34,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Built-up,2,25,4,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Shrubland,0,5,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Wetland,34,23,0,6,0,94,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Cropland,11,0,8,4,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,Water,32,14,0,7,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Cropland,11,0,56,0,0,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Forest,0,71,79,0,5,41,51,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Bareland,31,4,0,0,0,14,10,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Wetland,166,2,5,0,0,65,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Built-up,54,30,29,0,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Water,227,0,11,0,21,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Grassland,252,108,122,0,29,92,0,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,Shrubland,4,2,2,0,0,0,0,0,0,0,0,0
