Dataset,MajorityClass,Grassland,Wetland,Built-up,Forest,Water,Bareland,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Shrubland,3,1,1,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Grassland,0,0,0,14,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Cropland,18,1,0,9,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Wetland,26,0,0,22,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Bareland,2,0,0,6,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Water,54,1,0,54,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Forest,65,0,0,0,33,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19MCT_M_R,Built-up,6,0,0,4,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Cropland,0,1,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Wetland,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Water,0,38,0,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Forest,0,23,0,0,11,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Grassland,0,4,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCT_M_R,Bareland,0,5,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Shrubland,0,0,0,0,2,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Grassland,0,0,0,0,9,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Wetland,0,0,0,0,32,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Water,0,0,0,0,0,0,0,85,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Forest,0,0,0,0,45,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Cropland,0,0,0,0,2,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCT_M_R,Bareland,0,0,0,0,6,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Water,17,38,11,20,0,28,0,0,28,11,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Wetland,0,0,0,1,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Built-up,2,0,0,1,1,0,0,0,8,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Forest,18,23,16,0,11,36,0,0,34,19,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Grassland,0,4,1,5,2,5,0,0,9,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Cropland,1,1,3,3,0,2,0,0,9,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCT_M_R,Bareland,0,5,0,1,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Wetland,0,0,1,11,7,5,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Water,0,22,4,25,0,13,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Grassland,0,0,3,9,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Forest,0,23,11,0,35,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Cropland,0,4,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCT_M_R,Bareland,0,0,0,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,Water,17,7,0,54,0,23,0,0,0,25,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,Wetland,10,0,0,21,7,4,0,0,0,15,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,Forest,10,3,0,0,9,2,0,0,0,10,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,Grassland,0,1,0,5,1,0,0,0,0,1,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCT_M_R,Built-up,0,0,0,3,0,0,0,0,0,0,0
