Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDV_M_R
82,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
83,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
84,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
85,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
86,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
87,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
88,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
89,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
90,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
91,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
92,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
93,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
94,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
95,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
96,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
97,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
98,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
99,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
100,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
101,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
102,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
103,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,NULL
104,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,NULL
105,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
106,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,NULL
107,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,NULL
108,Bareland,Bareland,Water,NULL,Water,Water,NULL,NULL
109,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
110,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
111,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
112,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Water,NULL
113,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
114,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
115,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
116,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
117,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
118,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,NULL
119,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
120,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
121,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
122,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
123,Bareland,Water,Built-up,NULL,Non_Wetland,Water,NULL,NULL
124,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
125,Bareland,Water,Water,NULL,Water,Bareland,NULL,NULL
126,Bareland,Water,Water,NULL,Water,Water,NULL,NULL
127,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
128,Bareland,Water,Water,NULL,Water,Water,Water,NULL
129,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
130,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
131,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
132,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
133,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
134,Water,Bareland,Water,NULL,Water,Water,NULL,NULL
135,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
136,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
137,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
138,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
139,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
140,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
141,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
142,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
143,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
144,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
145,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
146,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,NULL
147,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
148,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
149,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
150,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
151,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
152,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
153,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
154,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
155,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
156,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
157,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
158,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
159,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
160,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
161,Water,Water,Wetland,NULL,Wetland,Forest,NULL,NULL
162,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,NULL,NULL
163,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
164,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
165,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
166,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
167,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
168,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,NULL
169,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
170,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
171,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
172,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
173,Water,Water,Water,NULL,Water,NULL,NULL,NULL
174,Water,Water,Water,NULL,Water,Wetland,Water,NULL
175,Water,Water,Water,NULL,Water,Bareland,NULL,NULL
176,Water,Water,Water,NULL,Water,Bareland,Water,NULL
177,Water,Water,Water,NULL,Water,Water,NULL,NULL
178,Water,Water,Water,NULL,Water,Water,Wetland,NULL
179,Water,Water,Water,NULL,Water,Water,Water,NULL
180,Water,Water,Water,NULL,Water,Water,Forest,NULL
181,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
182,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
183,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
184,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
185,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
186,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
187,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
188,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
189,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
190,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
191,Water,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
192,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
193,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
194,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
195,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Water,Forest,NULL
196,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,NULL
197,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Water,Forest,NULL
198,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
201,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
202,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
203,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
204,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
205,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
206,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
207,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
208,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
209,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
210,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
213,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
215,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
216,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
217,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
219,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
221,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
222,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
223,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
224,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
225,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
226,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
227,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
228,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
229,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
230,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
231,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
232,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
233,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
234,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
235,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
236,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
237,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
238,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
239,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
240,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
241,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
242,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
243,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
244,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
245,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
246,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
247,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
248,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
249,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,NULL
250,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
251,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
252,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
253,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
254,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
255,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
256,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
257,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
258,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
259,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
260,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
261,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
262,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
265,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
266,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
267,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
268,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
269,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
270,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
271,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
272,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
273,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
274,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
275,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
276,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,NULL
277,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,NULL
278,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,NULL
279,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
280,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
284,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
285,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,NULL
286,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,NULL
287,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
288,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
289,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
290,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
291,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,NULL
292,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
293,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
294,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,NULL
295,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
296,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
297,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,NULL
298,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
299,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,NULL
300,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,NULL
301,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,NULL
302,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,NULL
303,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
304,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
305,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
306,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
307,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
308,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
309,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
310,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
311,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
312,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
313,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
314,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
315,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
316,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
317,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,NULL
318,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
319,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
320,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
321,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
322,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
323,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
324,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
325,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
326,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
327,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
328,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
329,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
330,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
331,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
332,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
333,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
334,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
335,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
336,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
337,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,NULL
338,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
339,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
340,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
341,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
342,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
343,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
344,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
345,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
346,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
347,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
348,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
349,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
350,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
351,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
352,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
