,0
Wetland,16256
Grassland,14710
Forest,14106
Water,11674
Cropland,8263
Non_Wetland,5772
Bareland,5037
Shrubland,4405
Built-up,1328
Non_Water,895
Lichens_and_Mosses,57
Permanent_ice_and_snow,26
