Dataset,MajorityClass,Grassland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Cropland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Shrubland,1,1,1,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Grassland,0,0,1,4,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Cropland,12,3,7,8,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Wetland,5,0,0,17,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Built-up,7,0,0,4,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Forest,39,12,11,31,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Bareland,8,0,1,19,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18MTB_M_R,Water,29,4,1,0,35,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Wetland,0,0,0,14,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Forest,0,0,0,37,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Water,0,0,0,0,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Grassland,0,0,0,5,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Cropland,0,0,0,3,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTB_M_R,Bareland,0,0,0,10,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Cropland,0,0,2,0,7,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Built-up,2,3,0,0,4,0,0,8,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Water,7,9,3,0,26,28,0,25,16,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Forest,11,10,8,5,0,22,0,35,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Grassland,0,0,0,0,6,3,0,7,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTB_M_R,Bareland,1,0,0,0,8,4,0,13,7,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Forest,0,3,17,29,0,1,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Grassland,0,0,6,1,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Wetland,0,1,2,5,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Water,0,8,2,0,24,1,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Cropland,0,0,7,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTB_M_R,Bareland,0,0,4,9,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTB_M_R,Forest,0,0,0,5,0,22,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTB_M_R,Grassland,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTB_M_R,Water,0,0,0,0,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTB_M_R,Bareland,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R,Water,11,24,0,0,35,0,0,0,14,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R,Wetland,6,6,0,0,6,0,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R,Forest,7,11,0,10,0,0,0,0,9,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R,Grassland,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTB_M_R,Built-up,0,2,0,0,1,0,0,0,5,0,0
