,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,1842
AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNB_M_R,1757
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,1696
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,1376
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,716
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,622
