Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Shrubland,3,1,2,2,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Grassland,0,18,38,26,18,31,10,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Cropland,74,0,41,36,21,37,11,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Wetland,133,7,0,50,23,88,62,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Bareland,89,11,13,0,31,64,35,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Built-up,37,19,24,32,0,35,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Water,189,13,124,134,70,143,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Forest,124,26,80,64,47,0,48,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R,Permanent_ice_and_snow,13,0,1,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Grassland,0,0,11,0,0,0,5,76,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Cropland,0,0,8,0,0,0,2,56,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Built-up,0,0,14,0,0,0,4,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Forest,0,0,39,0,0,0,17,167,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Wetland,0,0,0,0,0,0,17,194,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Bareland,0,0,22,0,0,0,15,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Water,0,0,64,0,0,0,0,123,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Grassland,0,0,0,0,0,0,34,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Cropland,0,0,0,0,0,0,16,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Wetland,0,0,0,0,0,0,93,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Bareland,0,0,0,0,0,0,66,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Built-up,0,0,0,0,0,0,58,0,22,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Water,0,0,0,0,0,0,0,0,207,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,Forest,0,0,0,0,0,0,113,0,56,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Water,73,89,100,39,78,92,0,0,0,95,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Cropland,34,0,8,11,27,36,2,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Wetland,25,31,0,8,30,41,18,0,0,36,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Bareland,31,60,27,0,54,40,20,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Built-up,27,24,24,13,0,26,11,0,0,32,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Forest,67,73,67,36,66,0,35,0,0,92,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Grassland,0,35,13,13,31,44,5,0,0,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,Permanent_ice_and_snow,0,5,0,1,3,4,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Water,0,69,111,58,134,79,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Grassland,0,50,35,8,55,38,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Wetland,0,65,0,3,67,43,56,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Bareland,0,34,49,0,46,32,48,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Built-up,0,7,3,6,0,7,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Forest,0,50,87,19,86,0,70,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Cropland,0,0,12,3,40,18,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,Permanent_ice_and_snow,0,3,0,0,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Cropland,18,0,4,14,0,15,14,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Water,39,9,38,77,0,100,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Wetland,43,29,0,32,0,74,57,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Bareland,6,5,0,0,0,16,19,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Built-up,27,27,18,36,0,34,28,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Forest,28,20,14,27,0,0,33,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,Grassland,0,7,5,9,0,13,9,0,0,0,4
