Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Grassland,497,57,172,136,105,87,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Non_Wetland,9,0,5,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Cropland,146,0,9,25,51,5,322,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Wetland,862,1,0,110,37,334,1441,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Bareland,274,15,58,0,76,143,613,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Built-up,85,3,0,30,0,0,134,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Water,1229,1,414,417,68,0,1984,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Forest,0,17,148,54,96,250,1240,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Non_Water,1,0,0,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Shrubland,19,1,6,9,4,2,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R,Permanent_ice_and_snow,5,0,0,5,0,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Non_Wetland,4,0,8,2,0,2,5,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Grassland,596,0,384,197,38,212,0,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Cropland,122,0,44,68,11,16,315,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Wetland,778,0,0,53,0,521,752,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Bareland,253,0,105,0,16,171,380,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,Built-up,22,0,28,68,0,18,103,0,0,0,0,0
