Dataset,MajorityClass,Wetland,Shrubland,Grassland,Forest,Bareland,Water,Built-up,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Forest,13,0,521,0,14,181,93,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Non_Wetland,6,0,5,0,4,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Forest,531,0,649,0,142,306,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Grassland,135,0,0,3,101,53,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Water,293,0,273,94,30,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Shrubland,7,0,10,0,10,5,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Wetland,0,0,187,12,12,171,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Cropland,12,0,69,0,51,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Bareland,10,0,27,0,0,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Built-up,9,0,42,0,32,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,Permanent_ice_and_snow,0,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Grassland,47,0,0,0,0,12,0,354,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Wetland,0,0,0,0,0,24,0,219,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Forest,263,0,0,0,0,78,0,999,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Water,335,0,0,0,0,0,0,391,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Shrubland,0,0,0,0,0,0,0,19,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Bareland,13,0,0,0,0,12,0,75,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Cropland,2,0,0,0,0,0,0,60,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Built-up,4,0,0,0,0,0,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Grassland,0,0,0,0,0,87,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Wetland,0,0,0,0,0,294,0,0,174,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Bareland,0,0,0,0,0,25,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Water,0,0,0,0,0,0,0,0,303,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Forest,0,0,0,0,0,299,0,0,193,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Built-up,0,0,0,0,0,7,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Grassland,47,114,0,123,50,12,56,0,0,113,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Forest,263,247,225,0,215,78,131,0,0,140,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Wetland,0,21,33,35,51,24,11,0,0,21,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Bareland,13,25,18,26,0,12,16,0,0,29,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Built-up,4,14,8,8,2,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Water,335,134,152,129,184,0,81,0,0,48,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Cropland,2,13,8,14,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,Permanent_ice_and_snow,0,1,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Grassland,37,0,0,111,2,68,64,0,0,128,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Bareland,0,0,0,7,0,6,4,0,0,19,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Shrubland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Wetland,0,0,0,173,18,116,12,0,0,12,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Water,119,0,0,185,50,0,6,0,0,13,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Built-up,0,0,0,0,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Forest,70,0,0,0,2,375,105,0,0,38,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,Cropland,0,0,0,4,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Forest,3,0,30,0,26,32,0,0,0,37,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Wetland,0,0,111,398,38,84,0,0,0,48,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Bareland,0,0,1,4,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Water,57,0,74,561,111,0,0,0,0,39,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Grassland,3,0,0,211,42,18,0,0,0,59,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Built-up,0,0,0,25,1,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Cropland,0,0,0,8,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,Shrubland,0,0,0,4,0,0,0,0,0,0,0,0
