Dataset,MajorityClass,Wetland,Shrubland,Grassland,Forest,Bareland,Water,Built-up,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Non_Wetland,15,2,3,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Grassland,266,34,0,75,72,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Bareland,70,3,88,11,0,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Built-up,30,1,35,20,51,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Water,550,0,114,131,46,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Forest,692,57,338,0,147,342,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Shrubland,12,0,5,5,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Cropland,48,2,63,10,14,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Wetland,0,2,67,36,10,167,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Non_Wetland,1,0,5,7,2,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Grassland,3,0,0,158,9,13,73,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Wetland,0,0,395,244,2,177,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Bareland,1,0,60,27,0,3,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Built-up,0,0,63,50,3,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Water,78,0,464,457,26,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Shrubland,0,0,13,7,2,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R,Cropland,0,0,50,40,0,0,44,0,0,0,0,0
