Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Shrubland,3,1,3,1,3,1,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Grassland,0,13,6,1,17,12,4,32,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Cropland,80,0,1,0,41,13,16,61,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Wetland,49,0,0,0,41,5,33,32,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Lichens_and_Mosses,0,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Bareland,87,5,1,0,0,14,47,65,2,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Built-up,25,8,0,0,22,0,10,25,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Water,144,19,39,0,120,23,0,124,10,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Forest,105,25,12,2,76,45,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R,Permanent_ice_and_snow,21,0,1,0,20,6,2,10,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Grassland,0,0,5,0,0,0,2,0,0,13,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Cropland,0,0,1,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Forest,0,0,33,0,0,0,14,0,0,32,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Wetland,0,0,0,0,0,0,4,0,0,43,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Bareland,0,0,31,0,0,0,10,0,0,2,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Built-up,0,0,2,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,Water,0,0,59,0,0,0,0,0,0,39,0,0
