Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Shrubland,365,66,60,83,153,47,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Grassland,0,218,54,90,235,52,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Non_Wetland,6,1,0,0,3,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Bareland,426,125,0,86,75,28,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Built-up,409,167,109,0,244,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Water,1144,30,184,15,289,240,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Forest,1064,221,81,207,0,123,64,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Cropland,582,0,95,168,377,11,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Wetland,971,45,22,4,254,0,206,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Non_Water,3,0,1,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R,Permanent_ice_and_snow,23,2,5,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,Non_Wetland,7,0,0,0,1,4,1,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,Shrubland,91,0,40,46,33,12,32,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,Grassland,0,0,107,200,172,24,69,475,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,Cropland,603,0,135,483,133,6,22,414,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,Wetland,224,0,28,5,215,0,473,644,0,0,0,0
